# Wavelengths	Intensities
 423.81178	1619.94328
 424.01727	1564.64812
 424.22273	1601.51156
 424.42819	1576.93594
 424.63364	1558.50422
 424.83907	1568.74406
 425.04449	1523.68875
 425.24990	1550.31234
 425.45530	1552.36031
 425.66069	1501.16109
 425.86606	1533.92859
 426.07143	1589.22375
 426.27678	1538.02453
 426.48212	1552.36031
 426.68745	1552.36031
 426.89276	1576.93594
 427.09807	1587.17578
 427.30336	1533.92859
 427.50864	1558.50422
 427.71391	1587.17578
 427.91916	1597.41563
 428.12441	1529.83266
 428.32964	1560.55219
 428.53486	1517.54484
 428.74007	1523.68875
 428.94527	1538.02453
 429.15045	1581.03187
 429.35563	1550.31234
 429.56079	1603.55953
 429.76594	1472.48953
 429.97108	1519.59281
 430.17620	1560.55219
 430.38132	1611.75141
 430.58642	1544.16844
 430.79151	1542.12047
 430.99659	1542.12047
 431.20166	1544.16844
 431.40671	1593.31969
 431.61175	1583.07984
 431.81679	1664.99859
 432.02181	1542.12047
 432.22681	1568.74406
 432.43181	1566.69609
 432.63679	1492.96922
 432.84176	1574.88797
 433.04672	1638.37500
 433.25167	1576.93594
 433.45661	1568.74406
 433.66153	1595.36766
 433.86644	1511.40094
 434.07134	1566.69609
 434.27623	1574.88797
 434.48111	1617.89531
 434.68597	1576.93594
 434.89083	1558.50422
 435.09567	1583.07984
 435.30050	1601.51156
 435.50531	1613.79938
 435.71012	1562.60016
 435.91491	1581.03187
 436.11969	1552.36031
 436.32446	1615.84734
 436.52922	1507.30500
 436.73396	1581.03187
 436.93870	1613.79938
 437.14342	1562.60016
 437.34813	1601.51156
 437.55282	1576.93594
 437.75751	1624.03922
 437.96218	1554.40828
 438.16684	1560.55219
 438.37149	1613.79938
 438.57613	1642.47094
 438.78076	1507.30500
 438.98537	1638.37500
 439.18997	1603.55953
 439.39456	1568.74406
 439.59914	1574.88797
 439.80370	1576.93594
 440.00826	1656.80672
 440.21280	1638.37500
 440.41733	1570.79203
 440.62185	1552.36031
 440.82635	1621.99125
 441.03085	1540.07250
 441.23533	1673.19047
 441.43980	1583.07984
 441.64425	1636.32703
 441.84870	1617.89531
 442.05313	1632.23109
 442.25756	1581.03187
 442.46196	1593.31969
 442.66636	1691.62219
 442.87075	1617.89531
 443.07512	1605.60750
 443.27948	1568.74406
 443.48383	1587.17578
 443.68817	1576.93594
 443.89250	1632.23109
 444.09681	1601.51156
 444.30111	1531.88063
 444.50540	1572.84000
 444.70968	1636.32703
 444.91394	1613.79938
 445.11819	1542.12047
 445.32244	1560.55219
 445.52666	1650.66281
 445.73088	1544.16844
 445.93509	1624.03922
 446.13928	1617.89531
 446.34346	1673.19047
 446.54763	1533.92859
 446.75179	1572.84000
 446.95593	1621.99125
 447.16006	1589.22375
 447.36418	1599.46359
 447.56829	1556.45625
 447.77239	1585.12781
 447.97647	1667.04656
 448.18054	1644.51891
 448.38460	1540.07250
 448.58865	1603.55953
 448.79269	1638.37500
 448.99671	1587.17578
 449.20072	1611.75141
 449.40472	1638.37500
 449.60871	1619.94328
 449.81268	1585.12781
 450.01665	1605.60750
 450.22060	1560.55219
 450.42454	1613.79938
 450.62846	1638.37500
 450.83238	1556.45625
 451.03628	1548.26437
 451.24017	1621.99125
 451.44405	1535.97656
 451.64792	1605.60750
 451.85177	1589.22375
 452.05561	1626.08719
 452.25944	1611.75141
 452.46326	1615.84734
 452.66706	1667.04656
 452.87086	1603.55953
 453.07464	1658.85469
 453.27841	1632.23109
 453.48217	1529.83266
 453.68591	1634.27906
 453.88964	1589.22375
 454.09336	1613.79938
 454.29707	1550.31234
 454.50077	1650.66281
 454.70445	1605.60750
 454.90812	1546.21641
 455.11178	1605.60750
 455.31543	1611.75141
 455.51906	1671.14250
 455.72269	1642.47094
 455.92630	1533.92859
 456.12990	1603.55953
 456.33348	1511.40094
 456.53706	1607.65547
 456.74062	1581.03187
 456.94417	1632.23109
 457.14771	1544.16844
 457.35123	1613.79938
 457.55475	1570.79203
 457.75825	1632.23109
 457.96174	1632.23109
 458.16521	1611.75141
 458.36868	1671.14250
 458.57213	1550.31234
 458.77557	1603.55953
 458.97900	1589.22375
 459.18241	1646.56687
 459.38582	1605.60750
 459.58921	1626.08719
 459.79259	1597.41563
 459.99595	1550.31234
 460.19931	1654.75875
 460.40265	1554.40828
 460.60598	1632.23109
 460.80930	1652.71078
 461.01260	1617.89531
 461.21589	1574.88797
 461.41918	1609.70344
 461.62244	1644.51891
 461.82570	1535.97656
 462.02894	1656.80672
 462.23218	1624.03922
 462.43540	1628.13516
 462.63860	1605.60750
 462.84180	1619.94328
 463.04498	1664.99859
 463.24815	1662.95062
 463.45131	1636.32703
 463.65446	1650.66281
 463.85759	1628.13516
 464.06071	1693.67016
 464.26382	1630.18313
 464.46692	1619.94328
 464.67000	1593.31969
 464.87307	1601.51156
 465.07613	1667.04656
 465.27918	1607.65547
 465.48222	1632.23109
 465.68524	1646.56687
 465.88825	1662.95062
 466.09125	1624.03922
 466.29423	1583.07984
 466.49721	1591.27172
 466.70017	1572.84000
 466.90312	1642.47094
 467.10606	1654.75875
 467.30898	1650.66281
 467.51189	1587.17578
 467.71479	1664.99859
 467.91768	1607.65547
 468.12055	1566.69609
 468.32342	1626.08719
 468.52627	1589.22375
 468.72911	1640.42297
 468.93193	1628.13516
 469.13474	1552.36031
 469.33755	1601.51156
 469.54033	1632.23109
 469.74311	1634.27906
 469.94588	1603.55953
 470.14863	1648.61484
 470.35137	1677.28641
 470.55409	1675.23844
 470.75681	1646.56687
 470.95951	1603.55953
 471.16220	1664.99859
 471.36488	1681.38234
 471.56754	1628.13516
 471.77019	1640.42297
 471.97283	1648.61484
 472.17546	1632.23109
 472.37808	1675.23844
 472.58068	1685.47828
 472.78327	1757.15719
 472.98585	1650.66281
 473.18842	1615.84734
 473.39097	1671.14250
 473.59351	1615.84734
 473.79604	1660.90266
 473.99856	1664.99859
 474.20106	1691.62219
 474.40355	1714.14984
 474.60603	1654.75875
 474.80850	1630.18313
 475.01095	1675.23844
 475.21339	1611.75141
 475.41582	1703.91000
 475.61824	1648.61484
 475.82064	1628.13516
 476.02304	1662.95062
 476.22542	1718.24578
 476.42778	1644.51891
 476.63014	1742.82141
 476.83248	1732.58156
 477.03481	1734.62953
 477.23713	1683.43031
 477.43943	1730.53359
 477.64173	1656.80672
 477.84401	1646.56687
 478.04627	1728.48563
 478.24853	1667.04656
 478.45077	1785.82875
 478.65300	1730.53359
 478.85522	1746.91734
 479.05742	1759.20516
 479.25962	1697.76609
 479.46180	1787.87672
 479.66396	1724.38969
 479.86612	1660.90266
 480.06826	1757.15719
 480.27039	1671.14250
 480.47251	1732.58156
 480.67462	1748.96531
 480.87671	1710.05391
 481.07879	1714.14984
 481.28086	1701.86203
 481.48291	1767.39703
 481.68496	1724.38969
 481.88699	1740.77344
 482.08900	1787.87672
 482.29101	1687.52625
 482.49300	1798.11656
 482.69498	1748.96531
 482.89695	1710.05391
 483.09891	1734.62953
 483.30085	1728.48563
 483.50278	1732.58156
 483.70470	1767.39703
 483.90660	1748.96531
 484.10850	1777.63687
 484.31038	1673.19047
 484.51224	1804.26047
 484.71410	1773.54094
 484.91594	1693.67016
 485.11777	1726.43766
 485.31959	1681.38234
 485.52139	1640.42297
 485.72319	1667.04656
 485.92497	1619.94328
 486.12673	1736.67750
 486.32849	1648.61484
 486.53023	1712.10188
 486.73196	1730.53359
 486.93368	1708.00594
 487.13538	1742.82141
 487.33707	1685.47828
 487.53875	1769.44500
 487.74042	1710.05391
 487.94207	1734.62953
 488.14371	1798.11656
 488.34534	1732.58156
 488.54696	1748.96531
 488.74856	1798.11656
 488.95015	1757.15719
 489.15173	1679.33437
 489.35330	1769.44500
 489.55485	1802.21250
 489.75639	1796.06859
 489.95792	1785.82875
 490.15943	1671.14250
 490.36094	1703.91000
 490.56243	1763.30109
 490.76391	1753.06125
 490.96537	1728.48563
 491.16682	1800.16453
 491.36826	1796.06859
 491.56969	1744.86937
 491.77110	1822.69219
 491.97251	1755.10922
 492.17390	1761.25312
 492.37527	1732.58156
 492.57664	1753.06125
 492.77799	1755.10922
 492.97933	1708.00594
 493.18065	1759.20516
 493.38197	1705.95797
 493.58327	1732.58156
 493.78455	1824.74016
 493.98583	1771.49297
 494.18709	1783.78078
 494.38834	1724.38969
 494.58958	1761.25312
 494.79080	1837.02797
 494.99202	1757.15719
 495.19322	1771.49297
 495.39440	1796.06859
 495.59558	1802.21250
 495.79674	1718.24578
 495.99789	1640.42297
 496.19902	1794.02063
 496.40015	1839.07594
 496.60126	1791.97266
 496.80235	1791.97266
 497.00344	1683.43031
 497.20451	1718.24578
 497.40557	1871.84344
 497.60662	1753.06125
 497.80765	1732.58156
 498.00868	1812.45234
 498.20968	1763.30109
 498.41068	1771.49297
 498.61166	1748.96531
 498.81264	1777.63687
 499.01359	1759.20516
 499.21454	1748.96531
 499.41547	1826.78813
 499.61639	1765.34906
 499.81730	1802.21250
 500.01819	1710.05391
 500.21908	1787.87672
 500.41994	1695.71813
 500.62080	1757.15719
 500.82164	1716.19781
 501.02247	1748.96531
 501.22329	1740.77344
 501.42410	1791.97266
 501.62489	1683.43031
 501.82567	1708.00594
 502.02644	1673.19047
 502.22719	1755.10922
 502.42793	1753.06125
 502.62866	1736.67750
 502.82938	1761.25312
 503.03008	1794.02063
 503.23077	1830.88406
 503.43145	1660.90266
 503.63211	1791.97266
 503.83277	1781.73281
 504.03341	1689.57422
 504.23403	1728.48563
 504.43465	1720.29375
 504.63525	1796.06859
 504.83583	1744.86937
 505.03641	1738.72547
 505.23697	1724.38969
 505.43752	1787.87672
 505.63806	1808.35641
 505.83858	1771.49297
 506.03909	1779.68484
 506.23959	1841.12391
 506.44008	1757.15719
 506.64055	1755.10922
 506.84101	1730.53359
 507.04146	1744.86937
 507.24189	1771.49297
 507.44232	1757.15719
 507.64272	1771.49297
 507.84312	1773.54094
 508.04350	1818.59625
 508.24387	1822.69219
 508.44423	1820.64422
 508.64458	1773.54094
 508.84491	1744.86937
 509.04523	1712.10188
 509.24553	1818.59625
 509.44583	1775.58891
 509.64611	1736.67750
 509.84637	1748.96531
 510.04663	1806.30844
 510.24687	1767.39703
 510.44710	1751.01328
 510.64731	1753.06125
 510.84752	1755.10922
 511.04771	1744.86937
 511.24789	1769.44500
 511.44805	1808.35641
 511.64820	1769.44500
 511.84834	1775.58891
 512.04847	1781.73281
 512.24858	1794.02063
 512.44868	1802.21250
 512.64877	1802.21250
 512.84884	1714.14984
 513.04890	1755.10922
 513.24895	1804.26047
 513.44899	1818.59625
 513.64901	1798.11656
 513.84902	1832.93203
 514.04902	1736.67750
 514.24900	1724.38969
 514.44897	1777.63687
 514.64893	1839.07594
 514.84887	1689.57422
 515.04881	1751.01328
 515.24873	1691.62219
 515.44863	1785.82875
 515.64853	1781.73281
 515.84841	1728.48563
 516.04827	1693.67016
 516.24813	1787.87672
 516.44797	1722.34172
 516.64780	1748.96531
 516.84762	1775.58891
 517.04742	1742.82141
 517.24721	1722.34172
 517.44699	1714.14984
 517.64675	1785.82875
 517.84650	1771.49297
 518.04624	1714.14984
 518.24596	1751.01328
 518.44568	1757.15719
 518.64538	1740.77344
 518.84506	1875.93937
 519.04474	1736.67750
 519.24440	1732.58156
 519.44404	1781.73281
 519.64368	1810.40438
 519.84330	1742.82141
 520.04291	1794.02063
 520.24250	1791.97266
 520.44209	1863.65156
 520.64166	1830.88406
 520.84121	1796.06859
 521.04076	1755.10922
 521.24029	1732.58156
 521.43980	1757.15719
 521.63931	1744.86937
 521.83880	1773.54094
 522.03828	1785.82875
 522.23774	1791.97266
 522.43720	1779.68484
 522.63663	1675.23844
 522.83606	1771.49297
 523.03547	1718.24578
 523.23487	1886.17922
 523.43426	1751.01328
 523.63364	1794.02063
 523.83300	1785.82875
 524.03235	1814.50031
 524.23168	1857.50766
 524.43100	1716.19781
 524.63031	1757.15719
 524.82961	1751.01328
 525.02889	1798.11656
 525.22816	1777.63687
 525.42742	1724.38969
 525.62666	1726.43766
 525.82589	1781.73281
 526.02511	1746.91734
 526.22432	1722.34172
 526.42351	1746.91734
 526.62269	1794.02063
 526.82185	1728.48563
 527.02100	1697.76609
 527.22014	1746.91734
 527.41927	1722.34172
 527.61838	1804.26047
 527.81748	1812.45234
 528.01657	1710.05391
 528.21564	1814.50031
 528.41470	1820.64422
 528.61375	1777.63687
 528.81279	1777.63687
 529.01181	1859.55562
 529.21082	1820.64422
 529.40981	1777.63687
 529.60879	1787.87672
 529.80776	1794.02063
 530.00672	1812.45234
 530.20566	1888.22719
 530.40459	1705.95797
 530.60351	1830.88406
 530.80241	1767.39703
 531.00130	1789.92469
 531.20018	1751.01328
 531.39904	1824.74016
 531.59789	1816.54828
 531.79673	1765.34906
 531.99556	1791.97266
 532.19437	1808.35641
 532.39317	1791.97266
 532.59195	1730.53359
 532.79072	1732.58156
 532.98948	1763.30109
 533.18823	1671.14250
 533.38696	1789.92469
 533.58568	1781.73281
 533.78439	1736.67750
 533.98308	1742.82141
 534.18176	1748.96531
 534.38043	1791.97266
 534.57908	1808.35641
 534.77772	1828.83609
 534.97635	1794.02063
 535.17496	1742.82141
 535.37356	1798.11656
 535.57215	1722.34172
 535.77073	1759.20516
 535.96929	1773.54094
 536.16784	1695.71813
 536.36637	1832.93203
 536.56489	1804.26047
 536.76340	1755.10922
 536.96190	1791.97266
 537.16038	1814.50031
 537.35885	1814.50031
 537.55731	1716.19781
 537.75575	1720.29375
 537.95418	1783.78078
 538.15259	1769.44500
 538.35100	1791.97266
 538.54939	1736.67750
 538.74776	1771.49297
 538.94613	1757.15719
 539.14448	1771.49297
 539.34281	1767.39703
 539.54114	1738.72547
 539.73945	1732.58156
 539.93774	1744.86937
 540.13603	1789.92469
 540.33430	1783.78078
 540.53256	1755.10922
 540.73080	1728.48563
 540.92903	1761.25312
 541.12725	1767.39703
 541.32545	1773.54094
 541.52365	1714.14984
 541.72182	1734.62953
 541.91999	1738.72547
 542.11814	1783.78078
 542.31628	1695.71813
 542.51440	1753.06125
 542.71251	1785.82875
 542.91061	1763.30109
 543.10870	1720.29375
 543.30677	1718.24578
 543.50483	1753.06125
 543.70287	1722.34172
 543.90091	1746.91734
 544.09892	1740.77344
 544.29693	1730.53359
 544.49492	1691.62219
 544.69290	1791.97266
 544.89087	1785.82875
 545.08882	1816.54828
 545.28676	1783.78078
 545.48468	1798.11656
 545.68259	1734.62953
 545.88049	1732.58156
 546.07838	1783.78078
 546.27625	1697.76609
 546.47411	1687.52625
 546.67196	1759.20516
 546.86979	1671.14250
 547.06761	1816.54828
 547.26541	1724.38969
 547.46321	1751.01328
 547.66098	1744.86937
 547.85875	1787.87672
 548.05650	1742.82141
 548.25424	1800.16453
 548.45197	1746.91734
 548.64968	1757.15719
 548.84738	1705.95797
 549.04506	1757.15719
 549.24274	1828.83609
 549.44040	1775.58891
 549.63804	1628.13516
 549.83567	1736.67750
 550.03329	1765.34906
 550.23090	1734.62953
 550.42849	1761.25312
 550.62607	1814.50031
 550.82363	1703.91000
 551.02118	1744.86937
 551.21872	1728.48563
 551.41625	1767.39703
 551.61376	1773.54094
 551.81126	1675.23844
 552.00874	1740.77344
 552.20622	1708.00594
 552.40367	1701.86203
 552.60112	1728.48563
 552.79855	1800.16453
 552.99597	1806.30844
 553.19337	1742.82141
 553.39076	1701.86203
 553.58814	1720.29375
 553.78551	1689.57422
 553.98286	1693.67016
 554.18019	1740.77344
 554.37752	1728.48563
 554.57483	1773.54094
 554.77213	1751.01328
 554.96941	1757.15719
 555.16668	1710.05391
 555.36394	1679.33437
 555.56118	1796.06859
 555.75841	1703.91000
 555.95563	1785.82875
 556.15283	1759.20516
 556.35002	1685.47828
 556.54720	1697.76609
 556.74436	1705.95797
 556.94151	1730.53359
 557.13865	1722.34172
 557.33577	1734.62953
 557.53288	1816.54828
 557.72997	1781.73281
 557.92705	1716.19781
 558.12412	1658.85469
 558.32118	1724.38969
 558.51822	1669.09453
 558.71525	1716.19781
 558.91226	1669.09453
 559.10926	1675.23844
 559.30625	1742.82141
 559.50323	1687.52625
 559.70019	1712.10188
 559.89713	1773.54094
 560.09407	1710.05391
 560.29099	1791.97266
 560.48790	1654.75875
 560.68479	1757.15719
 560.88167	1673.19047
 561.07853	1718.24578
 561.27539	1705.95797
 561.47223	1640.42297
 561.66905	1710.05391
 561.86586	1705.95797
 562.06266	1751.01328
 562.25945	1679.33437
 562.45622	1697.76609
 562.65298	1673.19047
 562.84972	1800.16453
 563.04645	1730.53359
 563.24317	1683.43031
 563.43988	1697.76609
 563.63657	1726.43766
 563.83324	1689.57422
 564.02991	1744.86937
 564.22656	1732.58156
 564.42319	1699.81406
 564.61982	1658.85469
 564.81642	1720.29375
 565.01302	1744.86937
 565.20960	1720.29375
 565.40617	1736.67750
 565.60273	1701.86203
 565.79927	1722.34172
 565.99580	1720.29375
 566.19231	1759.20516
 566.38881	1673.19047
 566.58530	1740.77344
 566.78177	1736.67750
 566.97823	1658.85469
 567.17468	1761.25312
 567.37111	1699.81406
 567.56753	1677.28641
 567.76393	1638.37500
 567.96033	1769.44500
 568.15670	1763.30109
 568.35307	1683.43031
 568.54942	1667.04656
 568.74576	1671.14250
 568.94208	1697.76609
 569.13839	1658.85469
 569.33469	1636.32703
 569.53097	1751.01328
 569.72724	1644.51891
 569.92350	1726.43766
 570.11974	1703.91000
 570.31597	1703.91000
 570.51218	1681.38234
 570.70839	1646.56687
 570.90457	1730.53359
 571.10075	1689.57422
 571.29691	1689.57422
 571.49305	1648.61484
 571.68919	1693.67016
 571.88531	1722.34172
 572.08141	1685.47828
 572.27751	1611.75141
 572.47358	1654.75875
 572.66965	1755.10922
 572.86570	1681.38234
 573.06174	1654.75875
 573.25776	1677.28641
 573.45377	1654.75875
 573.64977	1601.51156
 573.84575	1712.10188
 574.04172	1673.19047
 574.23768	1638.37500
 574.43362	1701.86203
 574.62955	1662.95062
 574.82546	1642.47094
 575.02136	1689.57422
 575.21725	1654.75875
 575.41312	1728.48563
 575.60898	1648.61484
 575.80483	1714.14984
 576.00066	1646.56687
 576.19648	1701.86203
 576.39229	1636.32703
 576.58808	1697.76609
 576.78385	1744.86937
 576.97962	1648.61484
 577.17537	1705.95797
 577.37111	1687.52625
 577.56683	1705.95797
 577.76254	1693.67016
 577.95823	1644.51891
 578.15391	1660.90266
 578.34958	1662.95062
 578.54524	1669.09453
 578.74088	1691.62219
 578.93650	1644.51891
 579.13212	1679.33437
 579.32772	1718.24578
 579.52330	1720.29375
 579.71887	1710.05391
 579.91443	1716.19781
 580.10997	1714.14984
 580.30550	1744.86937
 580.50102	1693.67016
 580.69652	1687.52625
 580.89201	1583.07984
 581.08749	1632.23109
 581.28295	1705.95797
 581.47840	1716.19781
 581.67383	1656.80672
 581.86925	1681.38234
 582.06466	1697.76609
 582.26005	1689.57422
 582.45543	1648.61484
 582.65080	1689.57422
 582.84615	1640.42297
 583.04149	1652.71078
 583.23681	1718.24578
 583.43212	1581.03187
 583.62742	1683.43031
 583.82270	1708.00594
 584.01797	1685.47828
 584.21322	1675.23844
 584.40846	1671.14250
 584.60369	1681.38234
 584.79890	1650.66281
 584.99410	1619.94328
 585.18929	1642.47094
 585.38446	1646.56687
 585.57962	1685.47828
 585.77476	1689.57422
 585.96989	1656.80672
 586.16501	1763.30109
 586.36011	1708.00594
 586.55520	1703.91000
 586.75028	1675.23844
 586.94534	1630.18313
 587.14039	1679.33437
 587.33542	1656.80672
 587.53044	1648.61484
 587.72545	1658.85469
 587.92044	1533.92859
 588.11542	1734.62953
 588.31038	1644.51891
 588.50533	1667.04656
 588.70027	1558.50422
 588.89519	1589.22375
 589.09010	1558.50422
 589.28499	1656.80672
 589.47988	1595.36766
 589.67474	1646.56687
 589.86960	1667.04656
 590.06444	1632.23109
 590.25926	1638.37500
 590.45407	1656.80672
 590.64887	1667.04656
 590.84366	1646.56687
 591.03843	1628.13516
 591.23318	1605.60750
 591.42792	1648.61484
 591.62265	1716.19781
 591.81737	1585.12781
 592.01207	1714.14984
 592.20676	1597.41563
 592.40143	1640.42297
 592.59609	1640.42297
 592.79073	1615.84734
 592.98536	1708.00594
 593.17998	1662.95062
 593.37458	1638.37500
 593.56917	1675.23844
 593.76375	1716.19781
 593.95831	1583.07984
 594.15286	1660.90266
 594.34739	1683.43031
 594.54191	1685.47828
 594.73642	1662.95062
 594.93091	1634.27906
 595.12539	1626.08719
 595.31985	1628.13516
 595.51430	1712.10188
 595.70874	1630.18313
 595.90316	1607.65547
 596.09757	1662.95062
 596.29196	1615.84734
 596.48634	1589.22375
 596.68071	1703.91000
 596.87506	1605.60750
 597.06940	1681.38234
 597.26372	1681.38234
 597.45803	1673.19047
 597.65233	1597.41563
 597.84661	1617.89531
 598.04088	1619.94328
 598.23513	1591.27172
 598.42937	1638.37500
 598.62360	1632.23109
 598.81781	1589.22375
 599.01201	1617.89531
 599.20619	1640.42297
 599.40037	1669.09453
 599.59452	1681.38234
 599.78866	1646.56687
 599.98279	1652.71078
 600.17691	1646.56687
 600.37101	1634.27906
 600.56509	1619.94328
 600.75917	1650.66281
 600.95322	1617.89531
 601.14727	1644.51891
 601.34130	1761.25312
 601.53531	1638.37500
 601.72932	1617.89531
 601.92331	1640.42297
 602.11728	1619.94328
 602.31124	1667.04656
 602.50519	1624.03922
 602.69912	1630.18313
 602.89304	1652.71078
 603.08694	1664.99859
 603.28083	1652.71078
 603.47471	1683.43031
 603.66857	1605.60750
 603.86241	1677.28641
 604.05625	1679.33437
 604.25007	1660.90266
 604.44387	1691.62219
 604.63767	1595.36766
 604.83144	1613.79938
 605.02521	1650.66281
 605.21896	1671.14250
 605.41269	1568.74406
 605.60641	1603.55953
 605.80012	1562.60016
 605.99381	1683.43031
 606.18749	1626.08719
 606.38115	1609.70344
 606.57481	1658.85469
 606.76844	1599.46359
 606.96206	1578.98391
 607.15567	1642.47094
 607.34927	1603.55953
 607.54285	1628.13516
 607.73641	1673.19047
 607.92997	1624.03922
 608.12350	1544.16844
 608.31703	1652.71078
 608.51054	1552.36031
 608.70403	1572.84000
 608.89751	1615.84734
 609.09098	1675.23844
 609.28443	1642.47094
 609.47787	1710.05391
 609.67130	1617.89531
 609.86471	1628.13516
 610.05810	1609.70344
 610.25149	1658.85469
 610.44485	1609.70344
 610.63821	1640.42297
 610.83155	1695.71813
 611.02487	1630.18313
 611.21819	1581.03187
 611.41148	1664.99859
 611.60477	1613.79938
 611.79804	1648.61484
 611.99129	1595.36766
 612.18453	1638.37500
 612.37776	1626.08719
 612.57097	1669.09453
 612.76417	1626.08719
 612.95735	1558.50422
 613.15052	1673.19047
 613.34368	1562.60016
 613.53682	1679.33437
 613.72995	1617.89531
 613.92306	1646.56687
 614.11616	1644.51891
 614.30925	1576.93594
 614.50232	1671.14250
 614.69537	1613.79938
 614.88842	1593.31969
 615.08144	1675.23844
 615.27446	1613.79938
 615.46746	1648.61484
 615.66044	1628.13516
 615.85341	1624.03922
 616.04637	1636.32703
 616.23931	1621.99125
 616.43224	1548.26437
 616.62516	1644.51891
 616.81806	1683.43031
 617.01094	1583.07984
 617.20381	1658.85469
 617.39667	1630.18313
 617.58951	1617.89531
 617.78234	1624.03922
 617.97516	1636.32703
 618.16796	1581.03187
 618.36074	1654.75875
 618.55352	1683.43031
 618.74627	1578.98391
 618.93902	1558.50422
 619.13175	1650.66281
 619.32446	1609.70344
 619.51716	1562.60016
 619.70985	1603.55953
 619.90252	1562.60016
 620.09518	1626.08719
 620.28782	1601.51156
 620.48045	1572.84000
 620.67307	1531.88063
 620.86567	1630.18313
 621.05825	1628.13516
 621.25083	1669.09453
 621.44338	1667.04656
 621.63593	1667.04656
 621.82846	1603.55953
 622.02097	1585.12781
 622.21347	1548.26437
 622.40596	1572.84000
 622.59843	1624.03922
 622.79089	1593.31969
 622.98333	1576.93594
 623.17576	1685.47828
 623.36818	1650.66281
 623.56058	1562.60016
 623.75296	1583.07984
 623.94534	1597.41563
 624.13769	1628.13516
 624.33004	1613.79938
 624.52237	1605.60750
 624.71468	1574.88797
 624.90698	1609.70344
 625.09927	1591.27172
 625.29154	1548.26437
 625.48380	1599.46359
 625.67604	1570.79203
 625.86827	1568.74406
 626.06048	1581.03187
 626.25268	1613.79938
 626.44487	1648.61484
 626.63704	1613.79938
 626.82919	1595.36766
 627.02134	1546.21641
 627.21347	1560.55219
 627.40558	1552.36031
 627.59768	1599.46359
 627.78976	1587.17578
 627.98183	1552.36031
 628.17389	1566.69609
 628.36593	1593.31969
 628.55796	1603.55953
 628.74997	1587.17578
 628.94197	1613.79938
 629.13396	1667.04656
 629.32593	1513.44891
 629.51788	1574.88797
 629.70982	1634.27906
 629.90175	1570.79203
 630.09366	1646.56687
 630.28556	1609.70344
 630.47744	1556.45625
 630.66931	1607.65547
 630.86117	1585.12781
 631.05301	1671.14250
 631.24483	1601.51156
 631.43664	1634.27906
 631.62844	1628.13516
 631.82022	1585.12781
 632.01199	1552.36031
 632.20375	1531.88063
 632.39549	1650.66281
 632.58721	1615.84734
 632.77892	1585.12781
 632.97062	1607.65547
 633.16230	1619.94328
 633.35397	1560.55219
 633.54562	1609.70344
 633.73726	1640.42297
 633.92888	1601.51156
 634.12049	1611.75141
 634.31209	1591.27172
 634.50367	1632.23109
 634.69523	1513.44891
 634.88678	1611.75141
 635.07832	1574.88797
 635.26984	1568.74406
 635.46135	1583.07984
 635.65285	1636.32703
 635.84432	1607.65547
 636.03579	1585.12781
 636.22724	1589.22375
 636.41868	1578.98391
 636.61010	1556.45625
 636.80150	1519.59281
 636.99290	1595.36766
 637.18427	1576.93594
 637.37564	1554.40828
 637.56699	1560.55219
 637.75832	1581.03187
 637.94964	1630.18313
 638.14094	1601.51156
 638.33224	1578.98391
 638.52351	1634.27906
 638.71477	1542.12047
 638.90602	1609.70344
 639.09725	1701.86203
 639.28847	1572.84000
 639.47968	1621.99125
 639.67086	1576.93594
 639.86204	1656.80672
 640.05320	1581.03187
 640.24434	1597.41563
 640.43548	1591.27172
 640.62659	1556.45625
 640.81769	1576.93594
 641.00878	1656.80672
 641.19985	1669.09453
 641.39091	1578.98391
 641.58196	1585.12781
 641.77299	1599.46359
 641.96400	1613.79938
 642.15500	1585.12781
 642.34599	1568.74406
 642.53696	1535.97656
 642.72791	1609.70344
 642.91885	1581.03187
 643.10978	1578.98391
 643.30069	1597.41563
 643.49159	1583.07984
 643.68248	1589.22375
 643.87335	1634.27906
 644.06420	1519.59281
 644.25504	1613.79938
 644.44586	1521.64078
 644.63668	1587.17578
 644.82747	1554.40828
 645.01825	1605.60750
 645.20902	1570.79203
 645.39977	1587.17578
 645.59051	1495.01719
 645.78123	1591.27172
 645.97194	1621.99125
 646.16263	1617.89531
 646.35331	1578.98391
 646.54398	1601.51156
 646.73463	1515.49688
 646.92526	1568.74406
 647.11588	1664.99859
 647.30649	1619.94328
 647.49708	1527.78469
 647.68766	1560.55219
 647.87822	1576.93594
 648.06877	1533.92859
 648.25930	1445.86594
 648.44982	1521.64078
 648.64032	1531.88063
 648.83081	1521.64078
 649.02129	1574.88797
 649.21174	1562.60016
 649.40219	1568.74406
 649.59262	1517.54484
 649.78304	1533.92859
 649.97344	1548.26437
 650.16382	1574.88797
 650.35419	1552.36031
 650.54455	1556.45625
 650.73489	1603.55953
 650.92522	1562.60016
 651.11553	1560.55219
 651.30583	1607.65547
 651.49612	1554.40828
 651.68639	1550.31234
 651.87664	1572.84000
 652.06688	1503.20906
 652.25710	1576.93594
 652.44731	1505.25703
 652.63751	1589.22375
 652.82769	1572.84000
 653.01786	1646.56687
 653.20801	1564.64812
 653.39814	1574.88797
 653.58827	1597.41563
 653.77837	1535.97656
 653.96847	1634.27906
 654.15854	1540.07250
 654.34861	1531.88063
