Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
Cr,274.01,2,0.11,8,6,6.03,1.506,5.05E-07,4.76E-07
Cr,276.992,1,1.1,5,7,5.478,1.004,4.92E-07,4.34E-07
Cr,289.325,1,0.52,7,7,5.288,1.004,4.88E-07,4.18E-07
Cr,272.2744,2,0.4353,2,4,6.045,1.492,4.85E-07,4.57E-07
Cr,287.845,2,0.074,8,10,5.855,1.549,4.83E-07,4.49E-07
Cr,334.782,2,0.5168,2,4,6.137,2.434,4.79E-07,4.54E-07
Cr,388.329,1,0.039,7,5,4.175,0.983,4.78E-07,2.85E-07
Cr,392.864,1,0.052,5,7,4.159,1.004,4.74E-07,2.80E-07
Cr,399.112,1,1.07,7,5,5.649,2.544,4.69E-07,4.22E-07
Cr,461.337,1,0.022,3,1,3.648,0.961,4.63E-07,1.99E-07
Cr,266.3675,2,0.4999,2,2,6.137,1.483,4.63E-07,4.39E-07
Cr,272.651,1,0.75,7,5,5.487,0.941,4.61E-07,4.07E-07
Cr,299.51,1,0.43,5,5,5.08,0.941,4.53E-07,3.72E-07
Cr,301.8491,1,0.6842,3,3,5.075,0.968,4.37E-07,3.58E-07
Cr,288.087,2,0.79,4,6,6.757,2.455,4.29E-07,4.18E-07
Cr,735.59,1,0.0914,7,5,4.574,2.889,4.24E-07,3.01E-07
Cr,929.0483,1,0.01022,11,13,3.879,2.544,4.23E-07,2.13E-07
Cr,374.388,1,0.761,13,13,5.855,2.544,4.06E-07,3.73E-07
Cr,339.4293,2,0.7419,4,6,6.758,3.106,4.03E-07,3.92E-07
Cr,339.1424,2,0.191,4,2,6.076,2.421,3.99E-07,3.77E-07
Cr,900.9913,1,0.1605,5,7,4.697,3.321,3.99E-07,2.96E-07
Cr,333.6321,2,0.423,2,2,6.137,2.421,3.92E-07,3.71E-07
Cr,579.1006,1,0.4657,9,7,5.462,3.321,3.88E-07,3.41E-07
Cr,297.191,2,2,14,14,7.939,3.768,3.87E-07,3.84E-07
Cr,353.671,1,1.248,11,13,6.049,2.544,3.79E-07,3.55E-07
Cr,337.9371,2,0.4765,6,4,6.773,3.105,3.76E-07,3.66E-07
Cr,269.8405,2,0.1278,6,8,6.119,1.526,3.68E-07,3.48E-07
Cr,459.139,1,0.011,5,3,3.668,0.968,3.65E-07,1.59E-07
Cr,339.3838,2,0.6614,4,4,6.758,3.105,3.59E-07,3.49E-07
Cr,388.522,1,0.039,5,3,4.159,0.968,3.56E-07,2.10E-07
Cr,273.191,1,0.78,5,5,5.478,0.941,3.49E-07,3.08E-07
Cr,304.0924,2,4.772,12,10,8.37,4.294,3.47E-07,3.45E-07
Cr,363.1461,2,0.1201,6,6,6.119,2.706,3.46E-07,3.27E-07
Cr,492.227,1,0.4,13,11,5.623,3.104,3.44E-07,3.09E-07
Cr,394.149,1,0.028,7,9,4.175,1.03,3.43E-07,2.05E-07
Cr,285.677,2,0.43,6,4,6.773,2.434,3.40E-07,3.31E-07
Cr,283.0466,2,2.535,14,12,8.136,3.757,3.36E-07,3.34E-07
Cr,282.237,2,2.3,16,14,8.16,3.768,3.33E-07,3.31E-07
Cr,388.679,1,0.022,9,7,4.193,1.004,3.31E-07,2.00E-07
Cr,392.102,1,0.058,3,5,4.144,0.983,3.29E-07,1.93E-07
Cr,944.7034,1,0.009163,9,11,3.857,2.545,3.29E-07,1.63E-07
Cr,298.532,2,2.2,10,10,7.899,3.747,3.29E-07,3.26E-07
Cr,271.2303,2,0.1542,4,6,6.076,1.506,3.22E-07,3.05E-07
Cr,284.002,2,2.7,12,10,8.111,3.747,3.22E-07,3.20E-07
Cr,337.8331,2,0.4058,6,8,6.773,3.104,3.21E-07,3.12E-07
Cr,390.292,1,0.035,5,5,4.159,0.983,3.19E-07,1.89E-07
Cr,527.5713,1,0.423,5,5,5.239,2.89,3.15E-07,2.67E-07
Cr,529.7968,1,0.3,7,7,5.239,2.9,3.13E-07,2.65E-07
Cr,297.974,2,1.8,12,12,7.916,3.757,3.12E-07,3.09E-07
Cr,530.075,1,0.0025,7,5,3.321,0.983,3.09E-07,1.02E-07
Cr,452.647,1,0.175,13,13,5.282,2.544,3.09E-07,2.64E-07
Cr,275.71,1,0.68,5,5,5.478,0.983,3.04E-07,2.68E-07
Cr,532.917,1,0.225,9,9,5.239,2.913,3.01E-07,2.56E-07
Cr,290.905,1,0.68,3,5,5.244,0.983,3.01E-07,2.55E-07
Cr,298.5848,1,0.319,5,5,5.134,0.983,2.98E-07,2.48E-07
Cr,363.6589,1,0.9868,9,11,5.953,2.545,2.98E-07,2.77E-07
Cr,298.079,1,0.51,3,1,5.119,0.961,2.96E-07,2.45E-07
Cr,288.9192,2,0.3717,6,8,6.773,2.483,2.94E-07,2.86E-07
Cr,285.74,2,0.28,8,6,6.792,2.455,2.84E-07,2.76E-07
Cr,527.6019,1,0.6341,3,5,5.239,2.89,2.83E-07,2.40E-07
Cr,697.848,1,0.173,11,9,5.24,3.464,2.83E-07,2.40E-07
Cr,901.7048,1,0.1137,5,5,4.697,3.323,2.83E-07,2.10E-07
Cr,351.1824,2,0.07846,6,8,6.013,2.483,2.80E-07,2.63E-07
Cr,374.3573,1,0.6165,11,11,5.856,2.545,2.77E-07,2.55E-07
Mo,379.8252,1,0.6894,9,7,3.264,0,1.69E-04,5.43E-05
Mo,386.4103,1,0.6233,7,7,3.208,0,1.40E-04,4.28E-05
Mo,390.2953,1,0.6168,5,7,3.176,0,1.09E-04,3.23E-05
Mo,715.4106,1,0.3448,9,9,3.264,1.531,8.45E-05,2.72E-05
Mo,313.2594,1,1.786,9,7,3.957,0,6.46E-05,3.45E-05
Mo,317.0343,1,1.37,7,7,3.91,0,4.36E-05,2.27E-05
Mo,319.3978,1,1.532,5,7,3.881,0,3.76E-05,1.92E-05
Mo,550.6493,1,0.3606,7,5,3.586,1.335,2.75E-05,1.15E-05
Mo,553.3031,1,0.3715,5,5,3.576,1.335,2.08E-05,8.62E-06
Mo,315.8166,1,0.4623,7,7,3.925,0,1.41E-05,7.42E-06
Mo,281.6153,2,2.267,12,10,6.071,1.669,1.24E-05,1.17E-05
Mo,557.0444,1,0.3296,3,5,3.56,1.335,1.16E-05,4.73E-06
Mo,284.8236,2,1.602,10,8,5.952,1.6,9.33E-06,8.66E-06
Mo,287.1507,2,1.395,8,6,5.856,1.54,7.89E-06,7.27E-06
Mo,320.8838,1,0.2768,5,7,3.863,0,7.12E-06,3.59E-06
Mo,277.539,2,2.158,8,10,6.135,1.669,6.93E-06,6.52E-06
Mo,603.0644,1,0.07853,7,9,3.586,1.531,5.98E-06,2.50E-06
Mo,291.1911,2,0.8758,8,8,5.856,1.6,4.95E-06,4.56E-06
Mo,293.0485,2,1.282,4,4,5.722,1.492,4.78E-06,4.34E-06
Mo,268.414,2,1.433,10,10,6.287,1.669,4.24E-06,4.03E-06
Mo,289.0991,2,0.8387,6,4,5.78,1.492,4.16E-06,3.81E-06
Mo,292.3389,2,0.7833,6,6,5.78,1.54,3.89E-06,3.56E-06
Mo,588.831,1,0.06485,5,7,3.576,1.47,3.64E-06,1.51E-06
Mo,289.4449,2,0.5633,10,10,5.952,1.669,3.28E-06,3.05E-06
Mo,278.0029,2,1.142,6,8,6.058,1.6,3.21E-06,3.01E-06
Mo,267.2844,2,1.14,8,8,6.237,1.6,2.98E-06,2.83E-06
Mo,293.4299,2,1.472,2,2,5.685,1.461,2.96E-06,2.68E-06
Mo,661.9134,1,0.01217,7,5,3.208,1.335,2.73E-06,8.35E-07
Mo,263.8763,2,1.019,8,6,6.237,1.54,2.67E-06,2.53E-06
Mo,264.4352,2,0.8694,10,8,6.287,1.6,2.57E-06,2.45E-06
Mo,290.9106,2,0.6521,4,2,5.722,1.461,2.43E-06,2.21E-06
Mo,344.7123,1,0.8741,11,9,5.127,1.531,2.41E-06,2.01E-06
Mo,568.9146,1,0.06834,3,3,3.56,1.382,2.40E-06,9.81E-07
Mo,268.3229,2,1.243,4,2,6.081,1.461,2.23E-06,2.09E-06
Mo,266.0575,2,0.9457,6,4,6.151,1.492,2.21E-06,2.08E-06
Mo,575.1408,1,0.03903,5,5,3.576,1.42,2.19E-06,9.06E-07
Mo,311.2119,1,0.06361,9,7,3.983,0,2.15E-06,1.17E-06
Mo,585.8266,1,0.02801,7,7,3.586,1.47,2.13E-06,8.90E-07
Mo,579.1839,1,0.05958,3,5,3.56,1.42,2.09E-06,8.55E-07
Mo,268.7991,2,0.8647,6,6,6.151,1.54,2.02E-06,1.90E-06
Mo,427.7239,1,0.1349,11,9,4.429,1.531,1.83E-06,1.24E-06
Mo,270.1408,2,0.9742,4,4,6.081,1.492,1.75E-06,1.64E-06
Mo,338.4609,1,0.7322,9,7,5.133,1.47,1.63E-06,1.36E-06
Mo,345.6386,1,0.02106,7,7,3.586,0,1.60E-06,6.69E-07
Mo,278.4979,2,0.9,10,8,6.552,2.101,1.57E-06,1.51E-06
Mo,438.163,1,0.2929,13,13,4.91,2.081,1.54E-06,1.22E-06
Mo,280.7754,2,0.6533,4,6,5.954,1.54,1.51E-06,1.41E-06
Mo,265.3347,2,0.8093,6,8,6.271,1.6,1.48E-06,1.41E-06
Mo,361.43,1,1.165,11,11,5.511,2.081,1.42E-06,1.26E-06
Mo,335.8118,1,0.7596,7,5,5.112,1.42,1.38E-06,1.14E-06
Mo,428.8631,1,0.105,9,7,4.361,1.47,1.38E-06,9.04E-07
Mo,253.8443,2,0.7669,10,10,6.552,1.669,1.34E-06,1.29E-06
Mo,418.8323,1,0.3318,13,11,5.041,2.081,1.31E-06,1.07E-06
Mo,441.1695,1,0.2626,11,11,4.891,2.081,1.22E-06,9.62E-07
Mo,264.6485,2,0.9046,4,6,6.223,1.54,1.22E-06,1.15E-06
Mo,563.2463,1,0.03399,3,1,3.56,1.36,1.19E-06,4.88E-07
Mo,476.0182,1,0.4663,13,11,5.25,2.646,1.16E-06,9.92E-07
Mo,423.2589,1,0.3164,11,9,5.005,2.077,1.14E-06,9.24E-07
Mo,296.5278,2,0.2247,6,8,5.78,1.6,1.12E-06,1.02E-06
Mo,673.3946,1,0.006059,5,5,3.176,1.335,1.07E-06,3.17E-07
Mo,263.6666,2,1.448,2,4,6.193,1.492,1.03E-06,9.77E-07
Mo,443.4948,1,0.2511,9,9,4.872,2.077,9.98E-07,7.82E-07
Mo,473.1441,1,0.4493,11,9,5.243,2.623,9.65E-07,8.21E-07
Mo,297.2616,2,0.5241,6,8,6.271,2.101,9.61E-07,9.12E-07
Mo,429.3215,1,0.08246,7,5,4.308,1.42,9.56E-07,6.14E-07
Mo,427.6906,1,0.2847,9,7,4.968,2.07,9.12E-07,7.32E-07
Mo,296.378,2,0.2444,4,6,5.722,1.54,9.10E-07,8.28E-07
Mo,273.2872,2,0.2802,8,8,6.135,1.6,9.00E-07,8.47E-07
Mo,406.9881,1,0.3253,11,13,5.127,2.081,8.98E-07,7.47E-07
Mo,383.3746,1,0.17,9,9,4.764,1.531,8.62E-07,6.55E-07
Mo,274.6302,2,0.6141,6,8,6.414,1.901,8.46E-07,8.09E-07
Mo,299.2847,2,0.4608,6,4,6.271,2.129,8.45E-07,8.02E-07
Mo,565.0127,1,0.01499,5,3,3.576,1.382,8.40E-07,3.48E-07
Mo,334.473,1,0.6042,5,3,5.088,1.382,8.26E-07,6.81E-07
Mo,202.0324,2,0.257,8,6,6.135,0,8.25E-07,7.77E-07
Mo,309.2087,2,0.3478,4,6,5.954,1.946,8.05E-07,7.48E-07
Mo,271.7357,2,0.4926,8,10,6.475,1.913,8.03E-07,7.70E-07
Mo,328.9011,1,0.5076,9,9,5.3,1.531,7.90E-07,6.78E-07
Mo,295.6052,2,0.3814,2,4,5.685,1.492,7.66E-07,6.94E-07
Mo,365.9358,1,0.6696,9,7,5.457,2.07,7.46E-07,6.56E-07
Mo,739.1349,1,0.003268,7,9,3.208,1.531,7.33E-07,2.24E-07
Mo,346.6824,1,0.01291,5,7,3.576,0,7.24E-07,3.00E-07
Mo,572.2738,1,0.009196,7,5,3.586,1.42,7.00E-07,2.92E-07
Mo,281.7439,2,0.6952,4,2,6.37,1.97,6.98E-07,6.66E-07
Mo,432.6136,1,0.2562,7,5,4.929,2.063,6.97E-07,5.54E-07
Mo,317.2758,2,0.4897,2,4,5.853,1.947,6.96E-07,6.41E-07
Mo,276.3627,2,0.69,4,6,6.37,1.885,6.93E-07,6.61E-07
Mo,320.5887,1,0.5342,9,9,5.397,1.531,6.75E-07,5.89E-07
Mo,362.4462,1,0.526,11,9,5.497,2.077,6.59E-07,5.83E-07
Mo,286.669,2,0.4037,8,6,6.475,2.151,6.58E-07,6.31E-07
Mo,536.0513,1,0.6181,11,9,5.576,3.264,6.56E-07,5.86E-07
Mo,470.7247,1,0.3623,9,7,5.231,2.597,6.53E-07,5.55E-07
Mo,267.3279,2,0.3713,10,12,6.552,1.915,6.49E-07,6.24E-07
Mo,259.3709,2,0.3531,6,4,6.271,1.492,6.47E-07,6.15E-07
Mo,254.2667,2,0.3892,8,8,6.475,1.6,6.35E-07,6.09E-07
Mo,369.264,2,0.4582,6,4,6.414,3.058,6.31E-07,6.04E-07
Mo,284.2149,2,0.4421,2,4,5.853,1.492,6.29E-07,5.79E-07
Mo,429.2134,1,0.06911,5,3,4.27,1.382,6.28E-07,3.97E-07
Mo,391.5422,2,0.4637,4,4,6.223,3.058,6.24E-07,5.90E-07
Mo,483.0512,1,0.4063,7,9,5.189,2.623,6.24E-07,5.25E-07
Mo,272.9676,2,0.3464,4,6,6.081,1.54,6.21E-07,5.82E-07
Mo,336.3777,1,0.2736,7,5,5.02,1.335,6.07E-07,4.94E-07
Mo,382.8876,1,0.1345,7,7,4.708,1.47,6.03E-07,4.51E-07
Mo,369.4939,1,0.6362,7,5,5.418,2.063,5.98E-07,5.24E-07
Mo,289.2814,2,0.4296,6,4,6.414,2.129,5.92E-07,5.66E-07
Mo,277.4397,2,0.4163,6,4,6.414,1.947,5.74E-07,5.49E-07
Mo,337.9964,1,0.4112,5,5,5.088,1.42,5.62E-07,4.64E-07
Mo,343.7213,1,0.8058,9,11,5.687,2.081,5.55E-07,5.03E-07
Mo,260.2803,2,0.4082,4,2,6.223,1.461,5.49E-07,5.20E-07
Mo,462.6464,1,0.0365,7,9,4.21,1.531,5.38E-07,3.30E-07
Mo,329.0819,1,0.5436,5,7,5.237,1.47,5.37E-07,4.56E-07
Mo,204.5984,2,0.1836,6,6,6.058,0,5.16E-07,4.84E-07
Mo,358.1884,1,0.3808,13,11,5.542,2.081,5.13E-07,4.57E-07
Mo,203.8463,2,0.2839,4,6,6.081,0,5.09E-07,4.77E-07
Mo,322.8212,1,0.3853,7,5,5.26,1.42,5.08E-07,4.33E-07
Mo,447.457,1,0.2096,5,5,4.834,2.063,5.04E-07,3.91E-07
Mo,481.9248,1,0.2708,9,11,5.219,2.646,5.01E-07,4.25E-07
Mo,307.4369,1,1.416,11,11,6.113,2.081,5.00E-07,4.70E-07
Mo,271.3501,2,0.1878,8,10,6.237,1.669,4.92E-07,4.66E-07
Mo,308.5616,1,1.633,9,9,6.094,2.077,4.90E-07,4.60E-07
Mo,277.3786,2,0.3464,6,6,6.414,1.946,4.77E-07,4.57E-07
Mo,327.0899,1,0.3585,7,7,5.26,1.47,4.72E-07,4.03E-07
Mo,319.2105,2,0.3271,2,2,5.853,1.97,4.65E-07,4.28E-07
Mo,323.706,1,0.2947,9,7,5.3,1.47,4.58E-07,3.94E-07
Mo,289.7636,2,0.3371,4,6,6.223,1.946,4.53E-07,4.29E-07
Mo,332.0909,2,0.7642,6,6,6.846,3.114,4.49E-07,4.36E-07
Mo,273.696,2,0.273,8,6,6.475,1.946,4.45E-07,4.27E-07
Mo,350.4411,1,0.8043,9,7,5.797,2.26,4.42E-07,4.05E-07
Mo,406.2077,1,0.1959,9,11,5.133,2.081,4.37E-07,3.64E-07
Mo,291.8829,2,0.6059,2,4,6.193,1.947,4.33E-07,4.09E-07
Mo,344.6071,2,0.2395,10,10,6.552,2.955,4.19E-07,4.03E-07
Mo,325.6207,1,0.6892,3,5,5.227,1.42,4.18E-07,3.54E-07
Mo,321.5071,1,0.4203,5,3,5.237,1.382,4.15E-07,3.53E-07
Mo,329.2318,2,0.5967,8,8,6.907,3.142,4.15E-07,4.04E-07
Mo,445.7354,1,0.1278,7,7,4.851,2.07,4.14E-07,3.23E-07
Mo,368.068,1,0.2962,11,11,5.449,2.081,4.10E-07,3.61E-07
Mo,350.8113,1,0.1583,9,9,5.064,1.531,4.10E-07,3.37E-07
Mo,317.2026,2,0.1422,6,6,6.058,2.151,4.00E-07,3.75E-07
Mo,497.9125,1,0.02325,3,5,3.825,1.335,3.97E-07,1.96E-07
Mo,309.4662,1,1.628,7,7,6.075,2.07,3.95E-07,3.70E-07
Mo,323.3141,1,0.6319,13,13,5.915,2.081,3.94E-07,3.65E-07
Mo,344.9074,1,0.1518,9,7,5.064,1.47,3.93E-07,3.23E-07
Mo,257.2345,1,2.806,7,9,6.35,1.531,3.92E-07,3.74E-07
Mo,340.4335,1,0.2098,7,7,5.112,1.47,3.81E-07,3.16E-07
Mo,486.8017,1,0.3106,5,7,5.144,2.597,3.76E-07,3.14E-07
Mo,592.8878,1,0.5317,9,7,5.677,3.586,3.74E-07,3.38E-07
Mo,332.3949,1,0.2821,7,9,5.26,1.531,3.72E-07,3.17E-07
Mo,201.5123,2,0.1574,6,6,6.151,0,3.67E-07,3.46E-07
Mo,325.8688,2,0.1569,4,6,5.954,2.151,3.63E-07,3.37E-07
Mo,312.1999,2,0.7175,12,12,7.286,3.315,3.58E-07,3.51E-07
Mo,408.4372,1,0.1943,7,9,5.112,2.077,3.53E-07,2.93E-07
Mo,254.2788,2,0.2542,6,6,6.414,1.54,3.50E-07,3.35E-07
Mo,388.6821,1,0.09677,5,7,4.66,1.47,3.47E-07,2.55E-07
Mo,306.4274,1,0.8458,13,13,6.126,2.081,3.44E-07,3.23E-07
Mo,310.1344,1,1.922,5,5,6.06,2.063,3.43E-07,3.21E-07
Mo,346.0777,1,0.6018,7,9,5.658,2.077,3.42E-07,3.09E-07
Mo,343.4787,1,0.1746,7,7,5.079,1.47,3.40E-07,2.80E-07
Mo,261.9345,2,0.4639,2,2,6.193,1.461,3.31E-07,3.13E-07
Mo,429.388,1,0.05729,3,1,4.247,1.36,3.31E-07,2.07E-07
Mo,523.8205,1,0.3743,9,7,5.574,3.208,3.26E-07,2.91E-07
Mo,713.4068,1,0.00141,7,7,3.208,1.47,3.16E-07,9.67E-08
Mo,386.9081,1,0.1351,3,5,4.624,1.42,3.15E-07,2.29E-07
Mo,315.2813,2,0.6554,10,10,7.216,3.284,3.12E-07,3.06E-07
Mo,289.1268,2,0.3088,4,2,6.37,2.083,3.10E-07,2.96E-07
Mo,308.762,2,0.6005,14,14,7.377,3.362,2.93E-07,2.88E-07
Mo,382.6693,1,0.07985,5,5,4.66,1.42,2.86E-07,2.10E-07
Mo,324.0729,2,0.1232,4,4,5.954,2.129,2.85E-07,2.65E-07
Mo,322.1734,1,1.405,1,3,5.229,1.382,2.83E-07,2.40E-07
Mo,410.7462,1,0.2022,5,7,5.088,2.07,2.76E-07,2.28E-07
Mo,296.0231,2,0.04877,8,10,5.856,1.669,2.76E-07,2.54E-07
Mo,460.9873,1,0.08208,9,7,4.949,2.26,2.74E-07,2.19E-07
Mo,457.6494,1,0.02103,5,5,4.129,1.42,2.72E-07,1.60E-07
Mo,444.9738,1,0.08436,7,7,4.856,2.07,2.70E-07,2.11E-07
Mo,318.5104,1,0.2544,7,7,5.362,1.47,2.69E-07,2.34E-07
Mo,283.5358,2,0.09092,10,12,6.287,1.915,2.69E-07,2.56E-07
Mo,367.2807,1,0.1952,11,9,5.452,2.077,2.69E-07,2.36E-07
Mo,318.76,2,0.4558,6,8,6.846,2.958,2.68E-07,2.60E-07
Mo,435.0331,1,0.0293,5,5,4.27,1.42,2.66E-07,1.68E-07
Mo,524.0874,1,0.389,7,7,5.573,3.208,2.64E-07,2.36E-07
Mo,264.9458,1,0.9825,9,7,6.149,1.47,2.64E-07,2.49E-07
Mo,299.351,2,0.1947,4,2,6.223,2.083,2.62E-07,2.48E-07
Mo,466.2759,1,0.02017,5,7,4.129,1.47,2.61E-07,1.53E-07
Mo,320.5216,1,0.4266,3,1,5.227,1.36,2.59E-07,2.19E-07
Mo,352.1412,1,0.6054,11,9,6.02,2.499,2.58E-07,2.41E-07
Mo,412.0093,1,0.6039,15,13,6.176,3.168,2.56E-07,2.42E-07
Mo,336.1366,1,0.1382,9,9,5.219,1.531,2.56E-07,2.17E-07
Mo,343.8869,1,0.2338,3,1,4.964,1.36,2.52E-07,2.02E-07
Mo,326.4401,1,0.5408,9,11,5.878,2.081,2.52E-07,2.32E-07
Mo,432.6744,1,0.04349,3,3,4.247,1.382,2.51E-07,1.57E-07
Mo,452.4331,1,0.01701,7,7,4.21,1.47,2.51E-07,1.54E-07
Mo,355.8095,1,0.5424,7,5,5.76,2.276,2.50E-07,2.28E-07
Mo,290.7115,2,0.1815,6,6,6.414,2.151,2.50E-07,2.39E-07
Mo,332.5673,1,0.1718,5,5,5.062,1.335,2.48E-07,2.04E-07
Mo,437.7775,2,0.1739,2,2,5.853,3.022,2.47E-07,2.28E-07
Mo,277.7854,2,0.1058,4,4,5.954,1.492,2.45E-07,2.28E-07
Mo,286.3808,2,0.8392,14,12,7.644,3.315,2.44E-07,2.41E-07
Mo,356.3136,1,0.07277,9,7,4.949,1.47,2.43E-07,1.94E-07
Mo,275.8636,2,0.1048,4,2,5.954,1.461,2.43E-07,2.25E-07
Mo,443.351,2,0.1696,2,4,5.853,3.058,2.41E-07,2.22E-07
W,na,na,na,na,na,na,na,na,na
Mn,257.61038,2,2.8,9,7,4.811,0,1.74E-04,1.41E-04
Mn,259.372098,2,2.76,7,7,4.779,0,1.44E-04,1.15E-04
Mn,260.568029,2,2.69,5,7,4.757,0,1.05E-04,8.37E-05
Mn,403.076,1,0.17,8,6,3.075,0,9.91E-05,3.15E-05
Mn,403.307,1,0.165,6,6,3.073,0,7.25E-05,2.30E-05
Mn,279.482,1,3.7,8,6,4.435,0,6.15E-05,4.47E-05
Mn,403.449,1,0.158,4,6,3.072,0,4.64E-05,1.47E-05
Mn,279.827,1,3.6,6,6,4.429,0,4.55E-05,3.30E-05
Mn,280.106,1,3.7,4,6,4.425,0,3.15E-05,2.28E-05
Mn,294.9205,2,1.96,7,5,5.377,1.175,2.82E-05,2.52E-05
Mn,293.9308,2,1.98,5,5,5.391,1.175,1.98E-05,1.77E-05
Mn,293.3054,2,2.04,3,5,5.4,1.175,1.20E-05,1.08E-05
Mn,344.1985,2,0.362,7,9,5.377,1.776,5.21E-06,4.66E-06
Mn,404.136,1,0.787,10,10,5.181,2.114,3.13E-06,2.72E-06
Mn,482.352,1,0.499,8,10,4.889,2.319,2.98E-06,2.46E-06
Mn,356.949,1,1.93,12,10,5.792,2.319,2.61E-06,2.43E-06
Mn,346.0314,2,0.26,5,7,5.391,1.809,2.60E-06,2.33E-06
Mn,478.342,1,0.401,8,8,4.889,2.298,2.40E-06,1.97E-06
Mn,380.672,1,0.59,12,10,5.37,2.114,1.89E-06,1.69E-06
Mn,475.404,1,0.303,8,6,4.889,2.282,1.81E-06,1.49E-06
Mn,476.238,1,0.783,10,8,5.491,2.888,1.63E-06,1.48E-06
Mn,348.2904,2,0.16,5,5,5.391,1.833,1.60E-06,1.43E-06
Mn,354.779,1,1.202,10,8,5.792,2.298,1.35E-06,1.26E-06
Mn,382.351,1,0.521,10,8,5.384,2.143,1.35E-06,1.21E-06
Mn,347.4038,2,0.093,7,7,5.377,1.809,1.34E-06,1.20E-06
Mn,405.554,1,0.431,8,8,5.199,2.143,1.32E-06,1.15E-06
Mn,357.788,1,0.94,8,10,5.579,2.114,1.31E-06,1.20E-06
Mn,348.8675,2,0.211,3,3,5.4,1.848,1.24E-06,1.11E-06
Mn,354.8019,1,1.247,8,8,5.791,2.298,1.12E-06,1.05E-06
Mn,222.1831,1,0.795,8,6,5.579,0,1.11E-06,1.01E-06
Mn,404.876,1,0.75,4,6,5.225,2.164,1.09E-06,9.53E-07
Mn,403.5719,1,0.4404,6,8,5.214,2.143,9.80E-07,8.57E-07
Mn,347.4127,2,0.165,3,5,5.4,1.833,9.70E-07,8.70E-07
Mn,445.159,1,0.798,8,8,5.673,2.888,9.15E-07,8.45E-07
Mn,353.2106,1,1.994,4,6,5.791,2.282,8.99E-07,8.38E-07
Mn,602.18,1,0.332,6,8,5.133,3.075,8.77E-07,7.57E-07
Mn,383.436,1,0.429,8,6,5.396,2.164,8.69E-07,7.79E-07
Mn,353.1989,1,1.281,6,6,5.791,2.282,8.66E-07,8.07E-07
Mn,408.363,1,0.28,8,6,5.199,2.164,8.58E-07,7.49E-07
Mn,356.98,1,0.7492,10,10,5.792,2.319,8.43E-07,7.86E-07
Mn,401.81,1,0.254,8,10,5.199,2.114,7.79E-07,6.79E-07
Mn,221.385,1,0.7403,6,6,5.599,0,7.40E-07,6.79E-07
Mn,476.643,1,0.46,8,6,5.52,2.92,7.21E-07,6.56E-07
Mn,446.202,1,0.7,10,8,5.853,3.075,6.96E-07,6.52E-07
Mn,408.294,1,0.295,6,4,5.214,2.178,6.57E-07,5.75E-07
Mn,323.6778,1,0.8311,10,8,5.972,2.143,6.50E-07,6.13E-07
Mn,322.809,1,0.64,12,10,5.954,2.114,6.23E-07,5.88E-07
Mn,407.9235,1,0.1523,10,8,5.182,2.143,6.06E-07,5.27E-07
Mn,423.514,1,0.917,6,8,5.815,2.888,5.91E-07,5.52E-07
Mn,539.467,1,9.00E-05,8,6,2.298,0,5.64E-07,8.18E-08
Mn,349.5833,2,0.095,3,1,5.4,1.855,5.59E-07,5.01E-07
Mn,407.924,1,0.38,4,2,5.225,2.187,5.51E-07,4.83E-07
Mn,324.851,1,0.8799,8,6,5.98,2.164,5.43E-07,5.12E-07
Mn,405.893,1,0.725,2,4,5.232,2.178,5.18E-07,4.54E-07
Mn,601.6673,1,0.1866,6,6,5.134,3.074,4.93E-07,4.25E-07
Mn,384.108,1,0.33,6,4,5.405,2.178,4.92E-07,4.42E-07
Mn,353.1827,1,0.5343,8,6,5.791,2.282,4.81E-07,4.49E-07
Mn,354.8183,1,0.701,6,8,5.791,2.298,4.74E-07,4.42E-07
Mn,476.586,1,0.41,6,4,5.542,2.941,4.61E-07,4.20E-07
Mn,220.8808,1,0.7055,4,6,5.612,0,4.58E-07,4.21E-07
Mn,601.35,1,0.172,6,4,5.133,3.072,4.55E-07,3.92E-07
Mn,349.7525,2,0.042,5,3,5.391,1.848,4.20E-07,3.76E-07
Mn,358.6535,1,0.4163,6,8,5.599,2.143,4.16E-07,3.82E-07
Mn,270.1698,2,2.6,13,13,8.003,3.415,3.97E-07,3.94E-07
Mn,476.153,1,0.535,4,2,5.556,2.953,3.89E-07,3.55E-07
Mn,261.02,2,3,15,13,8.164,3.415,3.89E-07,3.86E-07
Mn,406.353,1,0.169,6,6,5.214,2.164,3.76E-07,3.29E-07
Mn,445.826,1,0.462,8,6,5.854,3.073,3.67E-07,3.44E-07
Mn,360.849,1,0.36,6,6,5.599,2.164,3.60E-07,3.30E-07
Mn,446.468,1,0.439,6,6,5.696,2.92,3.60E-07,3.33E-07
Mn,534.1057,1,0.02087,8,10,4.435,2.114,3.47E-07,2.52E-07
Mn,382.389,1,0.231,6,6,5.405,2.164,3.45E-07,3.09E-07
Mn,261.8148,2,2.9,13,11,8.153,3.418,3.33E-07,3.31E-07
Mn,343.8971,2,0.0064,7,5,4.779,1.175,3.33E-07,2.67E-07
Mn,278.2709,1,1.148,12,10,6.569,2.114,3.30E-07,3.20E-07
