wavelength,element_symbol,ionization_level,relative_intensity,concentration,units
694.354,Zn,1,0.10523281272368884,0,ppm
694.354,Zn,1,0.10179280424812241,0,ppm
694.354,Zn,1,0.10518735668011966,0,ppm
694.354,Zn,1,0.10229240629024164,0,ppm
694.354,Zn,1,0.10095881092029851,0,ppm
694.354,Zn,1,0.10766788954857874,0,ppm
250.229,Zn,1,0.13217731845402572,0,ppm
250.229,Zn,1,0.1393392242189895,0,ppm
250.229,Zn,1,0.1078577419798762,0,ppm
250.229,Zn,1,0.13717016909780175,0,ppm
250.229,Zn,1,0.131250750201872,0,ppm
250.229,Zn,1,0.1128864565043803,0,ppm
250.229,Zn,1,0.10801847092881833,0,ppm
250.229,Zn,1,0.12701905831872445,0,ppm
250.229,Zn,1,0.10087425909955243,0,ppm
250.229,Zn,1,0.11607029804477531,0,ppm
250.229,Zn,1,0.11414847768923599,0,ppm
250.229,Zn,1,0.09819682102883887,0,ppm
250.229,Zn,1,0.11588452041573027,0,ppm
250.229,Zn,1,0.09768234219123587,0,ppm
250.229,Zn,1,0.11894506153611571,0,ppm
250.229,Zn,1,0.12393689601913005,0,ppm
250.229,Zn,1,0.10999518556905115,0,ppm
250.229,Zn,1,0.10128247587566715,0,ppm
250.229,Zn,1,0.11525816720012744,0,ppm
250.229,Zn,1,0.11812129876973401,0,ppm
250.229,Zn,1,0.11953121660020025,0,ppm
250.229,Zn,1,0.12450862683840631,0,ppm
250.229,Zn,1,0.10528140567710759,0,ppm
250.229,Zn,1,0.10898576171552055,0,ppm
250.229,Zn,1,0.12234118946235048,0,ppm
250.229,Zn,1,0.11893554582682678,0,ppm
250.229,Zn,1,0.12110320062768762,0,ppm
250.229,Zn,1,0.11687655816740955,0,ppm
250.229,Zn,1,0.11704597656367023,0,ppm
250.229,Zn,1,0.1217839636278195,0,ppm
577.134,Zn,1,0.13434433866684714,0,ppm
577.134,Zn,1,0.13581518365608802,0,ppm
577.134,Zn,1,0.10273630565957961,0,ppm
577.134,Zn,1,0.1263022437500449,0,ppm
577.134,Zn,1,0.12521409173924414,0,ppm
577.134,Zn,1,0.10478521820933864,0,ppm
577.134,Zn,1,0.09963545370859005,0,ppm
577.134,Zn,1,0.1181519778366677,0,ppm
577.134,Zn,1,0.0935912350532705,0,ppm
577.134,Zn,1,0.10770072088223467,0,ppm
577.134,Zn,1,0.10450162738412613,0,ppm
577.134,Zn,1,0.08942540965447761,0,ppm
577.134,Zn,1,0.1050840746953563,0,ppm
577.134,Zn,1,0.09045687113158596,0,ppm
577.134,Zn,1,0.11214851530184769,0,ppm
577.134,Zn,1,0.11602053546169375,0,ppm
577.134,Zn,1,0.10376032578072526,0,ppm
577.134,Zn,1,0.0929432286587894,0,ppm
577.134,Zn,1,0.10642000782473313,0,ppm
577.134,Zn,1,0.10832755408828923,0,ppm
577.134,Zn,1,0.10919530084963944,0,ppm
577.134,Zn,1,0.11327133413392414,0,ppm
577.134,Zn,1,0.09378744916265053,0,ppm
577.134,Zn,1,0.09807627143476542,0,ppm
577.134,Zn,1,0.11126835959249734,0,ppm
577.134,Zn,1,0.10698987918532951,0,ppm
577.134,Zn,1,0.10981538270437603,0,ppm
577.134,Zn,1,0.10595835159953576,0,ppm
577.134,Zn,1,0.10444323079348175,0,ppm
577.134,Zn,1,0.10778786158796719,0,ppm
429.223,Zn,1,0.20641422276333599,0,ppm
429.223,Zn,1,0.2515373267607939,0,ppm
429.223,Zn,1,0.2079162774888922,0,ppm
429.223,Zn,1,0.24696541473750935,0,ppm
429.223,Zn,1,0.25296820341142184,0,ppm
429.223,Zn,1,0.20473476243156205,0,ppm
429.223,Zn,1,0.20579642018847769,0,ppm
429.223,Zn,1,0.23209909435335635,0,ppm
429.223,Zn,1,0.19311851233535599,0,ppm
429.223,Zn,1,0.22199674463120872,0,ppm
429.223,Zn,1,0.21693998955921406,0,ppm
429.223,Zn,1,0.19182503850456534,0,ppm
429.223,Zn,1,0.2128687703460992,0,ppm
429.223,Zn,1,0.20136268214352357,0,ppm
429.223,Zn,1,0.2251676964626328,0,ppm
429.223,Zn,1,0.23063925512195843,0,ppm
429.223,Zn,1,0.2220325108240263,0,ppm
429.223,Zn,1,0.19751031118214307,0,ppm
429.223,Zn,1,0.2181813851231018,0,ppm
429.223,Zn,1,0.21926385665121126,0,ppm
429.223,Zn,1,0.22334731213730902,0,ppm
429.223,Zn,1,0.2368518115152881,0,ppm
429.223,Zn,1,0.2024211598436763,0,ppm
429.223,Zn,1,0.20997864360453608,0,ppm
429.223,Zn,1,0.22482103777409562,0,ppm
429.223,Zn,1,0.22808033298879937,0,ppm
429.223,Zn,1,0.22718464574481806,0,ppm
429.223,Zn,1,0.22301800251342868,0,ppm
429.223,Zn,1,0.23400734091840175,0,ppm
429.223,Zn,1,0.23293463266311526,0,ppm
429.832,Zn,1,0.22512190740461385,0,ppm
429.832,Zn,1,0.2818946487569591,0,ppm
429.832,Zn,1,0.23859315173182916,0,ppm
429.832,Zn,1,0.28201857507332995,0,ppm
429.832,Zn,1,0.28873558961377255,0,ppm
429.832,Zn,1,0.24100961010991595,0,ppm
429.832,Zn,1,0.2384425739714929,0,ppm
429.832,Zn,1,0.266413070309614,0,ppm
429.832,Zn,1,0.2226830881596101,0,ppm
429.832,Zn,1,0.2580683130814644,0,ppm
429.832,Zn,1,0.24945694709501576,0,ppm
429.832,Zn,1,0.22421884360862157,0,ppm
429.832,Zn,1,0.24947833199427874,0,ppm
429.832,Zn,1,0.23546728665768102,0,ppm
429.832,Zn,1,0.25747004624557235,0,ppm
429.832,Zn,1,0.27056468340803647,0,ppm
429.832,Zn,1,0.2575010087173157,0,ppm
429.832,Zn,1,0.23296708252771958,0,ppm
429.832,Zn,1,0.25274781195869994,0,ppm
429.832,Zn,1,0.25139228650037626,0,ppm
429.832,Zn,1,0.2604604717126525,0,ppm
429.832,Zn,1,0.2766306769862585,0,ppm
429.832,Zn,1,0.23716741747410755,0,ppm
429.832,Zn,1,0.24249485605655785,0,ppm
429.832,Zn,1,0.2655799454176123,0,ppm
429.832,Zn,1,0.2693692007420335,0,ppm
429.832,Zn,1,0.264788707266607,0,ppm
429.832,Zn,1,0.26137230853344184,0,ppm
429.832,Zn,1,0.2752753906554263,0,ppm
429.832,Zn,1,0.27191370606215925,0,ppm
247.051,Zn,1,0.13025272770897525,0,ppm
247.051,Zn,1,0.13740000385714976,0,ppm
247.051,Zn,1,0.10703762215414706,0,ppm
247.051,Zn,1,0.1371935538735956,0,ppm
247.051,Zn,1,0.13131962216350726,0,ppm
247.051,Zn,1,0.11170926376750923,0,ppm
247.051,Zn,1,0.10720480776405739,0,ppm
247.051,Zn,1,0.12726953742242697,0,ppm
247.051,Zn,1,0.10006721115925965,0,ppm
247.051,Zn,1,0.11722400735501734,0,ppm
247.051,Zn,1,0.11311886185400892,0,ppm
247.051,Zn,1,0.09764889406059801,0,ppm
247.051,Zn,1,0.11450452578375556,0,ppm
247.051,Zn,1,0.09745867621520705,0,ppm
247.051,Zn,1,0.1181773732256083,0,ppm
247.051,Zn,1,0.12373112359861672,0,ppm
247.051,Zn,1,0.11063902745189157,0,ppm
247.051,Zn,1,0.10057956971708083,0,ppm
247.051,Zn,1,0.11556684588752633,0,ppm
247.051,Zn,1,0.11794025221258839,0,ppm
247.051,Zn,1,0.11926155493215183,0,ppm
247.051,Zn,1,0.1236957478634451,0,ppm
247.051,Zn,1,0.10467622082591564,0,ppm
247.051,Zn,1,0.10886711965024036,0,ppm
247.051,Zn,1,0.12241589138852113,0,ppm
247.051,Zn,1,0.11926667924489529,0,ppm
247.051,Zn,1,0.1210100499897866,0,ppm
247.051,Zn,1,0.11786378423157802,0,ppm
247.051,Zn,1,0.11690361295385363,0,ppm
247.051,Zn,1,0.12170802995492438,0,ppm
210.06,Zn,1,0.10995557315794843,0,ppm
210.06,Zn,1,0.11664910420791542,0,ppm
210.06,Zn,1,0.0912603492175166,0,ppm
210.06,Zn,1,0.11397819223304413,0,ppm
210.06,Zn,1,0.11136416458690561,0,ppm
210.06,Zn,1,0.09529974120858868,0,ppm
210.06,Zn,1,0.09163015722161388,0,ppm
210.06,Zn,1,0.10632518457384,0,ppm
210.06,Zn,1,0.08475276799609899,0,ppm
210.06,Zn,1,0.09939524051248116,0,ppm
210.06,Zn,1,0.09576264287869322,0,ppm
210.06,Zn,1,0.08293225859097325,0,ppm
210.06,Zn,1,0.09774004688006341,0,ppm
210.06,Zn,1,0.08419083709972472,0,ppm
210.06,Zn,1,0.10025965778581536,0,ppm
210.06,Zn,1,0.10584777244943175,0,ppm
210.06,Zn,1,0.09343892730124011,0,ppm
210.06,Zn,1,0.08618614289634301,0,ppm
210.06,Zn,1,0.09866675497375818,0,ppm
210.06,Zn,1,0.10082507811533123,0,ppm
210.06,Zn,1,0.10238063411969887,0,ppm
210.06,Zn,1,0.10575495198628342,0,ppm
210.06,Zn,1,0.08827261586386194,0,ppm
210.06,Zn,1,0.09250984373624625,0,ppm
210.06,Zn,1,0.10417450215334957,0,ppm
210.06,Zn,1,0.1016337592867735,0,ppm
210.06,Zn,1,0.10295093114973719,0,ppm
210.06,Zn,1,0.10021077182889727,0,ppm
210.06,Zn,1,0.10004736786846043,0,ppm
210.06,Zn,1,0.10482161707319106,0,ppm
577.522,Zn,1,0.1385889672782343,0,ppm
577.522,Zn,1,0.13666143305193992,0,ppm
577.522,Zn,1,0.10491970247581622,0,ppm
577.522,Zn,1,0.12900352929711595,0,ppm
577.522,Zn,1,0.1283191221550973,0,ppm
577.522,Zn,1,0.10620251696219242,0,ppm
577.522,Zn,1,0.10112866112944026,0,ppm
577.522,Zn,1,0.11995169243548935,0,ppm
577.522,Zn,1,0.09470660736377075,0,ppm
577.522,Zn,1,0.10979791254507015,0,ppm
577.522,Zn,1,0.10624753272888307,0,ppm
577.522,Zn,1,0.09314567820163173,0,ppm
577.522,Zn,1,0.10633272649202358,0,ppm
577.522,Zn,1,0.09110591093740492,0,ppm
577.522,Zn,1,0.11302109951195627,0,ppm
577.522,Zn,1,0.11676811729605095,0,ppm
577.522,Zn,1,0.10520290666577978,0,ppm
577.522,Zn,1,0.09456884532112624,0,ppm
577.522,Zn,1,0.10862527142906854,0,ppm
577.522,Zn,1,0.10846599484699557,0,ppm
577.522,Zn,1,0.10964002069975906,0,ppm
577.522,Zn,1,0.11337557857123418,0,ppm
577.522,Zn,1,0.09490051868283325,0,ppm
577.522,Zn,1,0.09854060092855138,0,ppm
577.522,Zn,1,0.11186047449062073,0,ppm
577.522,Zn,1,0.10813033802100643,0,ppm
577.522,Zn,1,0.11149884832104531,0,ppm
577.522,Zn,1,0.1064066534181377,0,ppm
577.522,Zn,1,0.1062318860895391,0,ppm
577.522,Zn,1,0.10789868082680101,0,ppm
647.977,Zn,1,0.5321930559074216,0,ppm
647.977,Zn,1,0.6569851835953087,0,ppm
647.977,Zn,1,0.5141647071794414,0,ppm
647.977,Zn,1,0.6340322499621018,0,ppm
647.977,Zn,1,0.6096666513944836,0,ppm
647.977,Zn,1,0.5118071149149066,0,ppm
647.977,Zn,1,0.5145335459610447,0,ppm
647.977,Zn,1,0.581135388748836,0,ppm
647.977,Zn,1,0.46800939669035646,0,ppm
647.977,Zn,1,0.5421660044091443,0,ppm
647.977,Zn,1,0.5335464412609195,0,ppm
647.977,Zn,1,0.45507673388978,0,ppm
647.977,Zn,1,0.5304474863314659,0,ppm
647.977,Zn,1,0.44600405829472195,0,ppm
647.977,Zn,1,0.5664079441419302,0,ppm
647.977,Zn,1,0.5714291929817116,0,ppm
647.977,Zn,1,0.5158618807581264,0,ppm
647.977,Zn,1,0.46203574919473145,0,ppm
647.977,Zn,1,0.5310878298963684,0,ppm
647.977,Zn,1,0.5427643035871907,0,ppm
647.977,Zn,1,0.540165590076753,0,ppm
647.977,Zn,1,0.5569455650238762,0,ppm
647.977,Zn,1,0.4767561249447516,0,ppm
647.977,Zn,1,0.5043580839283216,0,ppm
647.977,Zn,1,0.539177792999413,0,ppm
647.977,Zn,1,0.5410649991501159,0,ppm
647.977,Zn,1,0.5467577486869003,0,ppm
647.977,Zn,1,0.5315605747460765,0,ppm
647.977,Zn,1,0.5403021520818084,0,ppm
647.977,Zn,1,0.550732532076059,0,ppm
252.98,Zn,1,0.13208859246407817,0,ppm
252.98,Zn,1,0.13934278505263697,0,ppm
252.98,Zn,1,0.10766000490291715,0,ppm
252.98,Zn,1,0.13694126904596327,0,ppm
252.98,Zn,1,0.1316739225254692,0,ppm
252.98,Zn,1,0.11169600142680416,0,ppm
252.98,Zn,1,0.10636288620271975,0,ppm
252.98,Zn,1,0.1265634209490991,0,ppm
252.98,Zn,1,0.10014546864731821,0,ppm
252.98,Zn,1,0.11614531139173782,0,ppm
252.98,Zn,1,0.1137540795650262,0,ppm
252.98,Zn,1,0.09667514384801558,0,ppm
252.98,Zn,1,0.11487452533432564,0,ppm
252.98,Zn,1,0.09745581168837956,0,ppm
252.98,Zn,1,0.11857274861822989,0,ppm
252.98,Zn,1,0.12271750828779875,0,ppm
252.98,Zn,1,0.10910475261174132,0,ppm
252.98,Zn,1,0.10033215577006094,0,ppm
252.98,Zn,1,0.11498500613033719,0,ppm
252.98,Zn,1,0.1174982867585136,0,ppm
252.98,Zn,1,0.11902035014010012,0,ppm
252.98,Zn,1,0.12282958420912571,0,ppm
252.98,Zn,1,0.10461998361123283,0,ppm
252.98,Zn,1,0.10777311267868639,0,ppm
252.98,Zn,1,0.12048171287225794,0,ppm
252.98,Zn,1,0.1181679517283083,0,ppm
252.98,Zn,1,0.12087246802943329,0,ppm
252.98,Zn,1,0.11670490590535171,0,ppm
252.98,Zn,1,0.11624731898083979,0,ppm
252.98,Zn,1,0.12125108178982028,0,ppm
884.386,Zn,1,0.11183011152097139,0,ppm
884.386,Zn,1,0.11552830225150787,0,ppm
884.386,Zn,1,0.09114046457697512,0,ppm
884.386,Zn,1,0.11585074612355632,0,ppm
884.386,Zn,1,0.11158457134209249,0,ppm
884.386,Zn,1,0.09447974149945967,0,ppm
884.386,Zn,1,0.09067587068456684,0,ppm
884.386,Zn,1,0.10629310747758744,0,ppm
884.386,Zn,1,0.08523947500606853,0,ppm
884.386,Zn,1,0.09899411337062781,0,ppm
884.386,Zn,1,0.09685270594892315,0,ppm
884.386,Zn,1,0.08348873226668971,0,ppm
884.386,Zn,1,0.0977787398332524,0,ppm
884.386,Zn,1,0.08363739335118245,0,ppm
884.386,Zn,1,0.10084754535111702,0,ppm
884.386,Zn,1,0.10555169512533372,0,ppm
884.386,Zn,1,0.09444944883770647,0,ppm
884.386,Zn,1,0.0863845949050563,0,ppm
884.386,Zn,1,0.09840799238674822,0,ppm
884.386,Zn,1,0.10024594677006624,0,ppm
884.386,Zn,1,0.10089104513398195,0,ppm
884.386,Zn,1,0.1063579336625896,0,ppm
884.386,Zn,1,0.08851670057141846,0,ppm
884.386,Zn,1,0.09246687230443318,0,ppm
884.386,Zn,1,0.10398600473519204,0,ppm
884.386,Zn,1,0.10174551783926301,0,ppm
884.386,Zn,1,0.10412393557982791,0,ppm
884.386,Zn,1,0.10005657728824896,0,ppm
884.386,Zn,1,0.09920531661467835,0,ppm
884.386,Zn,1,0.10358975233637573,0,ppm
179.48,Zn,1,0.10665808765267433,0,ppm
179.48,Zn,1,0.11342747977444168,0,ppm
179.48,Zn,1,0.08858933385243953,0,ppm
179.48,Zn,1,0.11215572355081402,0,ppm
179.48,Zn,1,0.10963187568853441,0,ppm
179.48,Zn,1,0.0925623878160436,0,ppm
179.48,Zn,1,0.08975181154360737,0,ppm
179.48,Zn,1,0.10572698331623495,0,ppm
179.48,Zn,1,0.08270549684333897,0,ppm
179.48,Zn,1,0.09621826489999752,0,ppm
179.48,Zn,1,0.0935293028083671,0,ppm
179.48,Zn,1,0.08158363299757661,0,ppm
179.48,Zn,1,0.09567996093521716,0,ppm
179.48,Zn,1,0.08140304751326183,0,ppm
179.48,Zn,1,0.09808925937352266,0,ppm
179.48,Zn,1,0.10387935546572055,0,ppm
179.48,Zn,1,0.09187228123041039,0,ppm
179.48,Zn,1,0.0853330401484632,0,ppm
179.48,Zn,1,0.09680744619166633,0,ppm
179.48,Zn,1,0.09944349577876711,0,ppm
179.48,Zn,1,0.10035946555694816,0,ppm
179.48,Zn,1,0.10328034017456882,0,ppm
179.48,Zn,1,0.08702792068613162,0,ppm
179.48,Zn,1,0.09063443626832822,0,ppm
179.48,Zn,1,0.10298167390001375,0,ppm
179.48,Zn,1,0.09939685822886977,0,ppm
179.48,Zn,1,0.10141659266433695,0,ppm
179.48,Zn,1,0.0980515302056065,0,ppm
179.48,Zn,1,0.09848227948439157,0,ppm
179.48,Zn,1,0.10226883493705574,0,ppm
884.386,Zn,1,0.11183011152097139,0,ppm
884.386,Zn,1,0.11552830225150787,0,ppm
884.386,Zn,1,0.09114046457697512,0,ppm
884.386,Zn,1,0.11585074612355632,0,ppm
884.386,Zn,1,0.11158457134209249,0,ppm
884.386,Zn,1,0.09447974149945967,0,ppm
884.386,Zn,1,0.09067587068456684,0,ppm
884.386,Zn,1,0.10629310747758744,0,ppm
884.386,Zn,1,0.08523947500606853,0,ppm
884.386,Zn,1,0.09899411337062781,0,ppm
884.386,Zn,1,0.09685270594892315,0,ppm
884.386,Zn,1,0.08348873226668971,0,ppm
884.386,Zn,1,0.0977787398332524,0,ppm
884.386,Zn,1,0.08363739335118245,0,ppm
884.386,Zn,1,0.10084754535111702,0,ppm
884.386,Zn,1,0.10555169512533372,0,ppm
884.386,Zn,1,0.09444944883770647,0,ppm
884.386,Zn,1,0.0863845949050563,0,ppm
884.386,Zn,1,0.09840799238674822,0,ppm
884.386,Zn,1,0.10024594677006624,0,ppm
884.386,Zn,1,0.10089104513398195,0,ppm
884.386,Zn,1,0.1063579336625896,0,ppm
884.386,Zn,1,0.08851670057141846,0,ppm
884.386,Zn,1,0.09246687230443318,0,ppm
884.386,Zn,1,0.10398600473519204,0,ppm
884.386,Zn,1,0.10174551783926301,0,ppm
884.386,Zn,1,0.10412393557982791,0,ppm
884.386,Zn,1,0.10005657728824896,0,ppm
884.386,Zn,1,0.09920531661467835,0,ppm
884.386,Zn,1,0.10358975233637573,0,ppm
396.578,Zn,1,0.5073977641601274,0,ppm
396.578,Zn,1,0.7774322351201847,0,ppm
396.578,Zn,1,0.7653593674411702,0,ppm
396.578,Zn,1,0.8411193075790552,0,ppm
396.578,Zn,1,0.8388203821201184,0,ppm
396.578,Zn,1,0.8289752795967322,0,ppm
396.578,Zn,1,0.8049426117715008,0,ppm
396.578,Zn,1,0.8202982470597542,0,ppm
396.578,Zn,1,0.7819802750930627,0,ppm
396.578,Zn,1,0.8395588731120309,0,ppm
396.578,Zn,1,0.8169444466309563,0,ppm
396.578,Zn,1,0.8137688941087173,0,ppm
396.578,Zn,1,0.8294454513435676,0,ppm
396.578,Zn,1,0.8062665390433327,0,ppm
396.578,Zn,1,0.8241377818071407,0,ppm
396.578,Zn,1,0.9054221691948835,0,ppm
396.578,Zn,1,0.8491033331256579,0,ppm
396.578,Zn,1,0.8515364839317031,0,ppm
396.578,Zn,1,0.8280581249358299,0,ppm
396.578,Zn,1,0.8884573201662986,0,ppm
396.578,Zn,1,0.906821627001877,0,ppm
396.578,Zn,1,0.9319394091782607,0,ppm
396.578,Zn,1,0.8278254883392895,0,ppm
396.578,Zn,1,0.8363668733935139,0,ppm
396.578,Zn,1,0.84957415679749,0,ppm
396.578,Zn,1,0.9225061824089114,0,ppm
396.578,Zn,1,0.9191122393953726,0,ppm
396.578,Zn,1,0.87754131276502,0,ppm
396.578,Zn,1,0.8313964273960248,0,ppm
396.578,Zn,1,0.9007472793663464,0,ppm
245.78,Zn,1,0.1301134813015082,0,ppm
245.78,Zn,1,0.138674314743633,0,ppm
245.78,Zn,1,0.10645771588352901,0,ppm
245.78,Zn,1,0.13557531302380307,0,ppm
245.78,Zn,1,0.12952624613716834,0,ppm
245.78,Zn,1,0.11156083554390533,0,ppm
245.78,Zn,1,0.10799257697825712,0,ppm
245.78,Zn,1,0.1274951359402869,0,ppm
245.78,Zn,1,0.1000397323898387,0,ppm
245.78,Zn,1,0.11665843664905894,0,ppm
245.78,Zn,1,0.11388848554538382,0,ppm
245.78,Zn,1,0.09760619619786982,0,ppm
245.78,Zn,1,0.11505404934312036,0,ppm
245.78,Zn,1,0.09808841842089416,0,ppm
245.78,Zn,1,0.1186353909131507,0,ppm
245.78,Zn,1,0.12467916044904079,0,ppm
245.78,Zn,1,0.11052587554018102,0,ppm
245.78,Zn,1,0.10088859793631062,0,ppm
245.78,Zn,1,0.11546820661213837,0,ppm
245.78,Zn,1,0.1177170953357112,0,ppm
245.78,Zn,1,0.11935043680640266,0,ppm
245.78,Zn,1,0.1240045470513308,0,ppm
245.78,Zn,1,0.10529500007245628,0,ppm
245.78,Zn,1,0.10911858886612573,0,ppm
245.78,Zn,1,0.12189565978009667,0,ppm
245.78,Zn,1,0.11876521919442726,0,ppm
245.78,Zn,1,0.12171387616814525,0,ppm
245.78,Zn,1,0.11746176217697268,0,ppm
245.78,Zn,1,0.11621501077267485,0,ppm
245.78,Zn,1,0.1213867392117512,0,ppm
857.95,Zn,1,0.11068213897750866,0,ppm
857.95,Zn,1,0.11608401060326118,0,ppm
857.95,Zn,1,0.09034442983443976,0,ppm
857.95,Zn,1,0.11345751144348064,0,ppm
857.95,Zn,1,0.11069685427627526,0,ppm
857.95,Zn,1,0.09491299795557909,0,ppm
857.95,Zn,1,0.09073752553720268,0,ppm
857.95,Zn,1,0.10569077062781013,0,ppm
857.95,Zn,1,0.08482986351125539,0,ppm
857.95,Zn,1,0.09891315746376748,0,ppm
857.95,Zn,1,0.09567292055466729,0,ppm
857.95,Zn,1,0.08284013325287713,0,ppm
857.95,Zn,1,0.09683796298336629,0,ppm
857.95,Zn,1,0.0834519181908954,0,ppm
857.95,Zn,1,0.10002643325594214,0,ppm
857.95,Zn,1,0.10535611443522447,0,ppm
857.95,Zn,1,0.09365679535742678,0,ppm
857.95,Zn,1,0.08654307295636775,0,ppm
857.95,Zn,1,0.09880519326652273,0,ppm
857.95,Zn,1,0.10031550602750705,0,ppm
857.95,Zn,1,0.10105327498959808,0,ppm
857.95,Zn,1,0.10525935388286646,0,ppm
857.95,Zn,1,0.08842458772814571,0,ppm
857.95,Zn,1,0.09278156995936303,0,ppm
857.95,Zn,1,0.10439093185709371,0,ppm
857.95,Zn,1,0.10131362321415546,0,ppm
857.95,Zn,1,0.10351128065054116,0,ppm
857.95,Zn,1,0.10023004568963616,0,ppm
857.95,Zn,1,0.09861945245941685,0,ppm
857.95,Zn,1,0.10479518984130368,0,ppm
577.715,Zn,1,0.13568978065355924,0,ppm
577.715,Zn,1,0.1335894353727956,0,ppm
577.715,Zn,1,0.10406598875602785,0,ppm
577.715,Zn,1,0.12733161102659699,0,ppm
577.715,Zn,1,0.1258202132775188,0,ppm
577.715,Zn,1,0.10444412647089887,0,ppm
577.715,Zn,1,0.09995408405669322,0,ppm
577.715,Zn,1,0.11816884486011926,0,ppm
577.715,Zn,1,0.094332994075928,0,ppm
577.715,Zn,1,0.10837224312494834,0,ppm
577.715,Zn,1,0.10599399628622902,0,ppm
577.715,Zn,1,0.09254885157431504,0,ppm
577.715,Zn,1,0.10499982507114174,0,ppm
577.715,Zn,1,0.09057879228240608,0,ppm
577.715,Zn,1,0.11062840882326198,0,ppm
577.715,Zn,1,0.11422730613265507,0,ppm
577.715,Zn,1,0.10282816414486487,0,ppm
577.715,Zn,1,0.09391393606301042,0,ppm
577.715,Zn,1,0.10740150172228294,0,ppm
577.715,Zn,1,0.10603462551349227,0,ppm
577.715,Zn,1,0.10749650063886343,0,ppm
577.715,Zn,1,0.11178083862070982,0,ppm
577.715,Zn,1,0.09448931996710994,0,ppm
577.715,Zn,1,0.0973268255006431,0,ppm
577.715,Zn,1,0.11070229023145448,0,ppm
577.715,Zn,1,0.10711804441134629,0,ppm
577.715,Zn,1,0.10935098601700419,0,ppm
577.715,Zn,1,0.10550061044486378,0,ppm
577.715,Zn,1,0.10560317597838326,0,ppm
577.715,Zn,1,0.1074389098577585,0,ppm
379.943,Zn,1,0.1428967248240276,0,ppm
379.943,Zn,1,0.13711537742115365,0,ppm
379.943,Zn,1,0.10152739386262946,0,ppm
379.943,Zn,1,0.13299531310191648,0,ppm
379.943,Zn,1,0.12276712663724537,0,ppm
379.943,Zn,1,0.10324430795448941,0,ppm
379.943,Zn,1,0.10113392545352709,0,ppm
379.943,Zn,1,0.11546949225368432,0,ppm
379.943,Zn,1,0.0893413431520263,0,ppm
379.943,Zn,1,0.11086255225153675,0,ppm
379.943,Zn,1,0.1109114990886879,0,ppm
379.943,Zn,1,0.09211677888275238,0,ppm
379.943,Zn,1,0.10680423799835977,0,ppm
379.943,Zn,1,0.0896943014862417,0,ppm
379.943,Zn,1,0.11098517175085548,0,ppm
379.943,Zn,1,0.11474536345120898,0,ppm
379.943,Zn,1,0.10239788028546766,0,ppm
379.943,Zn,1,0.09628455786972637,0,ppm
379.943,Zn,1,0.1069820999221112,0,ppm
379.943,Zn,1,0.11198962317183751,0,ppm
379.943,Zn,1,0.11122515999756609,0,ppm
379.943,Zn,1,0.11101501482015241,0,ppm
379.943,Zn,1,0.09212463448254267,0,ppm
379.943,Zn,1,0.10003748835419035,0,ppm
379.943,Zn,1,0.11201133991911338,0,ppm
379.943,Zn,1,0.10898889921048707,0,ppm
379.943,Zn,1,0.11339415262458674,0,ppm
379.943,Zn,1,0.10451417115911273,0,ppm
379.943,Zn,1,0.10814043784618625,0,ppm
379.943,Zn,1,0.11285104311323545,0,ppm
853.749,Zn,1,0.11093964055048296,0,ppm
853.749,Zn,1,0.11681290362855215,0,ppm
853.749,Zn,1,0.0909576637645684,0,ppm
853.749,Zn,1,0.11387187922794315,0,ppm
853.749,Zn,1,0.11151751451276039,0,ppm
853.749,Zn,1,0.09504399808907578,0,ppm
853.749,Zn,1,0.09160602810104876,0,ppm
853.749,Zn,1,0.10740477003471197,0,ppm
853.749,Zn,1,0.08484195079755294,0,ppm
853.749,Zn,1,0.09867848182204023,0,ppm
853.749,Zn,1,0.0962770879262444,0,ppm
853.749,Zn,1,0.08327146321400668,0,ppm
853.749,Zn,1,0.0965448227310832,0,ppm
853.749,Zn,1,0.08397552946929546,0,ppm
853.749,Zn,1,0.10087993447233869,0,ppm
853.749,Zn,1,0.1055613625327875,0,ppm
853.749,Zn,1,0.09354975386899987,0,ppm
853.749,Zn,1,0.0864512341561387,0,ppm
853.749,Zn,1,0.0987206181809379,0,ppm
853.749,Zn,1,0.10090144318001834,0,ppm
853.749,Zn,1,0.10205103943848866,0,ppm
853.749,Zn,1,0.10482935085191585,0,ppm
853.749,Zn,1,0.08859387827804266,0,ppm
853.749,Zn,1,0.0920424126883846,0,ppm
853.749,Zn,1,0.10450235439139074,0,ppm
853.749,Zn,1,0.1018120243720173,0,ppm
853.749,Zn,1,0.1036740255858509,0,ppm
853.749,Zn,1,0.10020310942552124,0,ppm
853.749,Zn,1,0.09886229913862321,0,ppm
853.749,Zn,1,0.10473028355853069,0,ppm
884.386,Zn,1,0.11183011152097139,0,ppm
884.386,Zn,1,0.11552830225150787,0,ppm
884.386,Zn,1,0.09114046457697512,0,ppm
884.386,Zn,1,0.11585074612355632,0,ppm
884.386,Zn,1,0.11158457134209249,0,ppm
884.386,Zn,1,0.09447974149945967,0,ppm
884.386,Zn,1,0.09067587068456684,0,ppm
884.386,Zn,1,0.10629310747758744,0,ppm
884.386,Zn,1,0.08523947500606853,0,ppm
884.386,Zn,1,0.09899411337062781,0,ppm
884.386,Zn,1,0.09685270594892315,0,ppm
884.386,Zn,1,0.08348873226668971,0,ppm
884.386,Zn,1,0.0977787398332524,0,ppm
