Wavelength	Intensity
420.728154	7100.804690
420.933812	7974.012315
421.139458	8755.346586
421.345092	10583.362052
421.550714	12000.103822
421.756325	12873.456317
421.961924	13655.882958
422.167511	13457.217391
422.373087	12571.422317
422.578650	11458.358500
422.784202	10516.558319
422.989742	9177.439603
423.195270	8737.457452
423.400787	7758.232352
423.606292	7516.036653
423.811785	7057.029808
424.017266	7020.097085
424.222735	6516.902345
424.428193	6394.562306
424.633638	6517.910133
424.839072	6747.819819
425.044494	6877.271060
425.249905	7130.565023
425.455303	7112.502227
425.660690	7017.077321
425.866065	6994.984273
426.071428	7125.847316
426.276779	6812.454109
426.482119	7308.150728
426.687446	6773.522007
426.892762	6734.290268
427.098066	6297.537537
427.303358	6810.535713
427.508638	6886.601196
427.713907	6444.513488
427.919163	6369.481888
428.124408	6452.439019
428.329641	5997.767461
428.534862	6428.001965
428.740071	6877.645381
428.945269	6613.602282
429.150454	6515.009143
429.355628	7027.437739
429.560790	6615.327219
429.765940	7223.177121
429.971078	6361.049763
430.176204	6559.999670
430.381318	6832.105971
430.586421	6408.135948
430.791511	6578.370201
430.996590	6489.452725
431.201657	6044.748368
431.406712	6201.534953
431.611755	5836.681582
431.816786	6028.143265
432.021805	5411.750562
432.226813	5677.387225
432.431808	5494.039134
432.636792	5470.549580
432.841764	5447.079822
433.046723	5720.327983
433.251671	6066.299730
433.456607	5947.838775
433.661531	6349.402616
433.866444	6399.340300
434.071344	6657.206200
434.276232	6245.181162
434.481109	6137.996633
434.685973	6426.499281
434.890826	5937.186818
435.095666	6110.990619
435.300495	5401.377546
435.505312	5755.802113
435.710117	5752.999203
435.914910	5801.711346
436.119691	5475.789177
436.324460	5556.904396
436.529217	5443.117057
436.733962	5138.447512
436.938695	4981.040058
437.143416	5165.689276
437.348126	4865.179555
437.552823	4946.416249
437.757508	4732.393617
437.962182	4848.569053
438.166843	4658.556065
438.371493	4769.672767
438.576130	4755.758997
438.780756	4839.963265
438.985369	5040.058630
439.189971	5351.033147
439.394560	4765.776587
439.599138	5208.826192
439.803703	5218.578339
440.008257	5392.863539
440.212799	5451.926202
440.417328	5793.540166
440.621846	5950.566101
440.826352	6315.606633
441.030845	6205.197182
441.235327	6058.146547
441.439797	6174.366974
441.644254	6419.144230
441.848700	6398.929087
442.053134	6792.537703
442.257555	6776.164751
442.461965	6680.855021
442.666362	7196.811773
442.870748	6843.817005
443.075121	7031.541775
443.279483	6841.969694
443.483832	6950.974540
443.688170	7090.534253
443.892495	7246.953715
444.096808	7242.904567
444.301110	7757.470213
444.505399	7562.896985
444.709676	7572.420580
444.913941	7435.452322
445.118194	6718.310533
445.322435	6576.232251
445.526664	6470.721369
445.730881	6008.177369
445.935086	5605.437476
446.139279	5623.969974
446.343460	5036.507978
446.547629	5167.895611
446.751785	4754.050256
446.955930	4616.893038
447.160062	4343.042904
447.364183	4395.174327
447.568291	4267.007115
447.772387	4286.211771
447.976471	4139.194429
448.180543	4135.746356
448.384603	3772.918458
448.588651	4065.732999
448.792687	3811.645403
448.996711	4308.137454
449.200722	4077.105704
449.404722	4108.820425
449.608709	4063.261219
449.812684	4098.866721
450.016647	4092.170332
450.220598	4300.297405
450.424537	3865.778904
450.628464	4095.810965
450.832379	4115.222577
451.036281	4124.137900
451.240172	3859.119406
451.444050	4198.577425
451.647916	3728.022412
451.851770	4169.603526
452.055612	3845.442286
452.259442	4031.471813
452.463259	3634.508703
452.667065	3768.146763
452.870858	3698.951333
453.074639	3581.148140
453.278408	3571.874693
453.482165	3649.978246
453.685910	3692.510490
453.889642	3535.893969
454.093363	3495.528469
454.297071	3535.674415
454.500767	3370.031895
454.704451	3261.776591
454.908123	3151.201576
455.111782	3639.728504
455.315429	3376.182100
